"","words","index"
"91","conjunctiv","caracteristicile circulaţiei şi. 209f continue (somatice), 213, 215f, 216f deplasarea fluidelor prin ţesutul conjunctiv şi, 116-117, 118f din musculatura scheletică, 183, 183f, 185f discontinue sinusoide, 213. vezi şi
afectarea ţesutului conjunctiv in. 107b
Conjunctivă, 457f, 467, 469f
din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
Fibre proteice. în ţesutul conjunctiv, 91, 102-113 vezi şi tipunle specifice
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
ale ţesutului conjunctiv, 97 eliberarea de mediatori chimici de către, 97-99b, 100f funcţii ale. 93t. 97 mucoase, 97 originea, 92f, 97
ţesut conjunctiv derivat din, 91, 92f
Mezoderm/celule mezodermice, ţesut conjunctiv derivat din, 91
deplasarea fluidului in ţesutul conjunctiv
sinteza de, 25, 26f motorii, 43 nonhistonice, 54 periferice, 23, 24f, 225 peroxizomale, 40 anormale, boli asociate cu, 40b plasmatice, 223-224 în matricea ţesutului conjunctiv, 116 sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
Reces, conjunctival, 468
histogeneza, 125, 126f tumorile, 127b Ţesut conjunctiv, 66, 66t, 91-122 capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
edem, 102b, 117 tipuri de, 117-121, 118f, 122f vascular, 205, 206-207 Ţesut conjunctiv propriu-zis, 117-119, 118f, 119f. 120f, 121f
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
"92","conexine","Conexine, 69, 71f"
"93","contort","Tub contort proximal, 83f. 373, 374f, 375376, 375f, 376f, 379f, 381f, 382f, 383f transportul transcelular la nivelul, 82, 83f"
"94","inimă","Inimă, 205, 217-219, 219f, 220f
sanguine; Inimă; Sistem vascular limfatic"
"95","cornos","identificarea imunocitochimică a, 16t in stratul bazai, 361 în stratul cornos, 363
Strat cornos, 360f, 363
în stratul cornos, 363"
"96","cheratinizat","stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
cilindric, 73t, 77 cubic, 73t de tranziţie, 73t, 74f, 77, 77f pavimentos, 73t, 74f, 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f
cilindric, 73t, 77 cubic, 73t de tranziţie, 73t, 74f, 77, 77f pavimentos, 73t, 74f, 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f"
"97","corp","Anticorpi, 14, 99b, 254-255, 255f, 256f, 256t acţiuni ale, 255, 256f clase de, 254-255, 256t marcare, pentru imunohistochimie, 14 producţia plasmocitară de, 99b, 101f, 254, 258. 260, 261f, 262f
Anticorpi antispermatici, 427b
Anticorpi monoclonali, imunocitochimia şi, 14-15
Anticorpi policlonali, în imunocitochimie, 1415
imunocitochimia şi identificarea, 16t inactivarea de către anticorpi a, 255, 256f
degenerarea corpului galben prin, 440 limfocitele T citotoxice/CD8+ şi, 258
Aur, pentru marcarea anticorpilor, 15, 19f
ale corpului carotidian, 209, 210f alveolare (pavimentoase), 352f. 353, 353f, 354f, 355f
ale corpului carotidian, 209, 21 Of alveolare (mari/septale), 352f, 353-357, 354f. 355f, 356f regenerarea, 357
Concreţiuni prostatice (corpusculi amiloidieni), 433
Corp gastric, 288, 291f. 292-295, 292f, 293f, 294f, 295f, 296f, 297f uterin, 444
Corp (limb), al unghiei, 370
Corp alb, 436f, 440, 445f
Corp bazai, 44, 71, 73f
Corp cavernos al penisului, 418f, 433, 433f al uretrei (corp spongios), 390, 418f, 433, 433f
al penisului, 418f, 433, 433f al uretrei (corp spongios), 390, 418f, 433, 433f
Corp celular, neuronal (pericarion), 154f, 155, 156-157, 157f
Corp ciliar, 456, 457f, 458f, 459-460. 459f
Corp galben, 435f, 436f, 439-440, 443f, 444f de sarcină, 440 menstrual, 440
Corp polar, primul, 439
Corp şi fund gastric. 288, 291f, 292-295, 292f, 293f, 294f, 295f, 296f, 297f
Corp vitros, 456, 457f, 458f, 462
Corpi aortici, 209
Corpi bazofili, 329
Corpi carotidieni, 209, 210f
Corpi denşi din fibrele musculare netede, 200, 204( din plachete, 236
Corpi Herring, 397, 400f
Corpi lamelari, în alveolocitele de tip II, 354, 355f, 356f
Corpi Nissl, 154f, 156f, 157, 157f
Corpi reziduali, 38, 41f
Corpuscul renal, 373-375, 374f, 375f, 376f, 377f. 378f, 379f
Corpusculi cavernoşi. în peretele cometelor nazale, 341, 342b
Corpusculi Hassall (timici), 266, 269f
Corpusculi Krause, 368, 368f
Corpusculi Meissner, 368, 368f
Corpusculi neuroepiteliali, în bronhiole, 346349
Corpusculi Pacini, 368, 368f
Corpusculi Vater-Pacini, 368, 368f
Epifiză cerebrală (glandă/corp pineal), 417
Glandă/corp pineal (epifizâ). 417
structunle specifice corpul vitros. 456. 4571, 458f. 462 cristalin. 456, 457f. 458f, 462. 462b, 462f retina. 458f. 462-467, 463f, 464f, 465f, 466f, 467f, 468f structuri anexe ale. 467-468. 469f, 470f tunica externă (fibroasă) a, 456-457, 457f. 458f. 459f tunica mi|locie (vasculară, uveea) a, 457-461, 457f, 458f, 459f. 460f, 461f
efectele asupra corpului galben, 440
HCG (gonadotropinâ corionicâ umană), efectele asupra corpului galben, 440
acţiunile, 397t, 398f celule care secretă, 397t formarea corpului galben şi, 439-440, 444f funcţia testicularâ/spermatogeneza şi, 398f. 428. 429f funcţiile ovariene şi, 398f, 439-440, 444f ovulaţia şi, 439 proteinele G care mediază efectele, 30t
adaptativă, 260 anticorpii şi, 254-255, 255f. 256f. 256t antigenele şi, 254 celulară, 254, 260, 261f, 262f complementul şi. 255, 256f complexul major de histocompatibilitate
tipurile specifice, Ig şi Anticorpi clase de, 254-255, 256t
afectarea corpusculilor cavernoşi nazali
Interacţiune antigen-anticorp, 99b
corp galben menstrual. 440
Microcorpusculi (peroxizomi), 40 anormali, boli asociate cu, 40b, 332b
involuţia corpului galben prin, 440 rolul limfocitelor T citotoxice/CD8+ în, 258
Pericarion (corp celular), 154f, 155, 156157, 157f
localizare, în celule şi ţesuturi, 10 pentru marcarea anticorpilor, 10, 15
Peroxizomi (microcorpusculi), 40 anormali, boli asociate cu, 40b, 332b
anticorpii produşi de, 99b, 254. 258, 260, 261 f, 262f funcţiile, 93t, 99b, 258, 260, 261f, 262f. vezi şi Imunitate
Pol urinar, al corpusculului renal, 373, 375f
Pol vascular, al corpusculului renal, 373, 375f
Primul corp polar, 439
imediată), 97-99b, 260-261b, IgE şi, 97b. 255 mastocitele şi. 97, 97-99b, 100f şi efectele asupra corpusculilor cavernoşi nazali, 342b
mastocitele în, 97-99b, 100f şi afectarea corpusculilor cavernoşi nazali, 342b
Regiune variabila (a anticorpilor), 254
corpul galben de, 440 ectopică, 444b, 451b endometrul în timpul, 450, 450f hiperplazia şi hipertrofia în, 183b, 198, 444 modificările sânilor în timpul, 453, 453f, 454f
Spaţiu urinar, al corpusculului renal, 373, 375f, 376f, 378f
corp cavernos al (corp spongios), 390, 418f, 433, 433f la sexul feminin, 390 la sexul masculin, 390, 429, 431, 432f
ocular), 457-461, 457f, 458f. 459f, 460f, 461 f. vezi şi Coroidâ; Corp ciliar; Iris"
"98","corpuscul","Concreţiuni prostatice (corpusculi amiloidieni), 433
Corpuscul renal, 373-375, 374f, 375f, 376f, 377f. 378f, 379f
Corpusculi cavernoşi. în peretele cometelor nazale, 341, 342b
Corpusculi Hassall (timici), 266, 269f
Corpusculi Krause, 368, 368f
Corpusculi Meissner, 368, 368f
Corpusculi neuroepiteliali, în bronhiole, 346349
Corpusculi Pacini, 368, 368f
Corpusculi Vater-Pacini, 368, 368f
afectarea corpusculilor cavernoşi nazali
Microcorpusculi (peroxizomi), 40 anormali, boli asociate cu, 40b, 332b
Peroxizomi (microcorpusculi), 40 anormali, boli asociate cu, 40b, 332b
Pol urinar, al corpusculului renal, 373, 375f
Pol vascular, al corpusculului renal, 373, 375f
imediată), 97-99b, 260-261b, IgE şi, 97b. 255 mastocitele şi. 97, 97-99b, 100f şi efectele asupra corpusculilor cavernoşi nazali, 342b
mastocitele în, 97-99b, 100f şi afectarea corpusculilor cavernoşi nazali, 342b
Spaţiu urinar, al corpusculului renal, 373, 375f, 376f, 378f"
"99","cortical","Artere corticale, suprarenaliene, 400
Corticală a firului de pâr, 369, 369f a ganglionilor limfatici, 270f, 271, 271f celulară, 45 ovarianâ, 435, 436f, 438f renală, 373, 374f, 375f, 381f, 382f suprarenalianâ, 400. 400-405, 401f, 402t, 403f, 404f timicâ, 266, 267f, 268f, 269f
metastazele în, 272b recirculaţia limfocitelor şi. 274, 274f sateliţi, 260, 272b zona corticalâ a, 270f, 271, 271f zona medulară a. 270f, 271, 271f. 272f, 273f
corticali, 375f, 377 juxtamedulari, 374f, 376-377
Regiune paracorticală, 271, 271f
	Zonă corticală externă, a ganglionului limfatic, 270f, 271, 271f
Zonă corticală internă, a ganglionului limfatic, 270f, 271
Zonă corticală provizorie (fetală), 405"
"100","corticotrop","ACTH (hormon adrenocorticotrop), 397t, 398f anomaliile de pigmentare cutanată cauzate de, 366b celulele care secretă, 397t efecte ale, 397t. 398f efectele asupra corticosuprarenalei, 398f, 404f, 405, 405b, 405f hiperproducţia de, sindromul Cushing cauzat de, 407b
Celule corticotrope, 397t
Corticotropină vezi ACTH
CRH (hormon eliberator de corticotropină), 399t
Hormon adrenocorticotrop. vezi ACTH
Hormon eliberator de corticotropinâ (CRH), 399t"
"101","creastă","Creastă neurală, 155"
"102","placă","Joncţiune neuromusculară (placă terminală motorie), 154f, 194, 194f
Placă ateroscleroticâ, 207b, 209b de ataşare, 70
Placă motorie, 154f, 194, 194f
Placă neurală, 154"
"103","cristal","a cristalinului, 457, 462, 462f a ganglionilor limfatici, 269. 270f. 271f a glandelor salivare, 317 amigdaliană. 264, 265f articulară, 149f, 150. 151f
Cristalin, al globului ocular, 456, 457f, 458f, 462, 462f boli care afectează, 462b
Cristaline (proteine), 462
Epiteliu subcapsular, al cristalinului. 462, 462f
Fibre cristaliniene, 462, 462f
structunle specifice corpul vitros. 456. 4571, 458f. 462 cristalin. 456, 457f. 458f, 462. 462b, 462f retina. 458f. 462-467, 463f, 464f, 465f, 466f, 467f, 468f structuri anexe ale. 467-468. 469f, 470f tunica externă (fibroasă) a, 456-457, 457f. 458f. 459f tunica mi|locie (vasculară, uveea) a, 457-461, 457f, 458f, 459f. 460f, 461f
Internurn (centru cristalin), al granulelor eozinofilelor, 229, 231f"
"104","grup","Grupuri izogene de condrocite, 130"
"105","tunel","Tunelul Corti, 473, 473f"
"106","cutanat","anomaliile de pigmentare cutanată cauzate de, 366b celulele care secretă, 397t efecte ale, 397t. 398f efectele asupra corticosuprarenalei, 398f, 404f, 405, 405b, 405f hiperproducţia de, sindromul Cushing cauzat de, 407b
Cancer cutanat, melanină şi. 365f. 366b.
cutanat. 372b pulmonar, 359b
pigmentarea cutanata şi. 366b
Depigmentare, cutanată (vitiligo), 366b
cancerul cutanat şi, 365f. 366b. 372b
cutanată bazofilicâ, 232b imediată. vezi Reacţii de hipersensibilitate imediată
afecţiuni cutanate buloase asociate cu, 366b
cancerul cutanat şi, 365f, 366b. 372b depozite citoplasmatice de (granule de melanină), 47, 364-365, 364f, 365f
cancerul cutanat şi, 365f, 366b, 372b
activitatea imunologică la nivelul, 366 culoarea, 363. vezi şi Melanocite efectele senescenţei asupra, 367b elasticitatea, 360 funcţiile, 360 glandele din, 370-372. 370f. 371f, 372f gros (glabru), 360-361, 360f. 363 pigmentarea boli care afectează, 366b melanocitele şi, 363-365, 364f, 366b receptorii senzoriali din, 367-368, 368f straturile, 360, 360f. vezi şi Derm; Epiderm subţire, 360-36, 361f, 363 tumori ale, 372b. vezi şi Cancer cutanat vascularizaţia, 367-368
Ţesut subcutanat, 360, 367"
"107","cuticulă","Cuticulă a firului de păr, 369, 369f unghialâ (eponichiu), 370"
"108","ciclu","Ciclu anovulator, 439
Ciclu celular, 58-63, 62f
Ciclu menstrual, 446-450, 447f, 449f, 449t modificări ale sânilor în timpul, 453
influenţa hormonilor ovarieni asupra, 447, 447f, 449t în timpul fazei menstruale a ciclului menstrual, 448, 449t
menstrual, 448, 449t în timpul fazei proliferative a ciclului menstrual, 447, 447f, 448f, 449f. 449t
menstrual, 447, 447f, 448f, 449f. 449t în timpul fazei secretorii a ciclului menstrual, 448, 448f. 449f, 449t
influenţa asupra ciclului menstrual, 446447, 447f, 449t influenţa asupra endometrului/uterului, 199. 447 influenţa asupra mucoasei vaginale, 451 influenţa asupra ţesutului osos, 148b
ciclului menstrual. 447, 447f, 448f, 449f, 449t
Faza Iuţeală (secretone) a ciclului menstrual, 447, 448. 448f, 449f. 449t
ciclului menstrual. 447. 447f, 448f. 449f.
Fază G0. a ciclului celular. 60. 62f
Fază G1, a ciclului celular. 58. 62f leziunile ADN şi. 60
Fază G2. a ciclului celular, 58, 62 leziunile ADN şi, 60
Fază menstruală a ciclului menstrual, 447, 449t
ciclului menstrual. 447. 447f. 448f. 449f, 449t
Fază S. a ciclului celular, 58, 62f
Fază secretorie (Iuţeală) a ciclului menstrual. 447, 448. 448f, 449f. 449t
în timpul fazei proliferative a ciclului menstrual, 447. 447f. 448f, 449f. 449t
menstrual, 447. 447f. 448f, 449f. 449t în timpul fazei secretoni a ciclului menstrual, 448, 48f, 449f. 449t
acţiunile, 397t. 398f, 436 celule care secretă, 397t dezvoltarea foliculară/ovocitară şi, 436 funcţia ovarianâ şi, 398f, 442f funcţiile testiculare/spermatogeneza şi, 398f, 428 influenţa asupra ciclului menstrual a, 449t
Menstruaţie, 448. vezi şi Ciclu menstrual corp galben menstrual. 440
centrozomii în timpul. 43 efectuarea cariotipului şi. 55, 56b, 56f în ciclul celular, 58, 62f mitocondriile şi, 30
efectele asupra ciclului menstrual, 446447 efectele asupra endometrului/uterului, 199, 448"
"109","citoplasmă","Citoplasmă, 22-50. vezi şi compartimentele specifice axonală, 157, 158 a celulelor musculare (sarcoplasmâ), 182, 189"
"110","citoplasmatice","depozitele citoplasmatice de, 23, 47 stocarea hepatică a, 333, 334f
citoscheletul, 23, 42-50 componentele citoplasmatice ale, 22-42 boli asociate cu anomalii ale, 50b, 50t comunicarea între, 27-28. vezi şi Joncţiuni celulare diferenţierea, 22, 23t ecologia, 22 eucariote. 22. 22f fracţionarea, 9, 11f. 12f interacţiunea cu matricea extracelulară a, 115. 117f joncţiunile între, 27, 68f, 69-70, 69f, 70f, 71f nucleul, 51-65, 51f, 52f picnotic, în apoptoză, 64, 64f procariote, 22 proliferarea, 62-63b
Depozite citoplasmatice, 23, 47, 48f, 49f
depozitele citoplasmatice de. 47. 49f
depozite citoplasmatice de (picături lipidice), 23, 47, 48f
cancerul cutanat şi, 365f, 366b. 372b depozite citoplasmatice de (granule de melanină), 47, 364-365, 364f, 365f
depozite citoplasmatice de, 23, 47, 49f vizuali, 464, 466
degradarea, în proteazomi, 39-40 depozite citoplasmatice de, 47 vezi şi
Punţi citoplasmatice, natura clonală a celulelor germinative şi, 423f, 425"
"111","citoplasmatic","depozitele citoplasmatice de, 23, 47 stocarea hepatică a, 333, 334f
citoscheletul, 23, 42-50 componentele citoplasmatice ale, 22-42 boli asociate cu anomalii ale, 50b, 50t comunicarea între, 27-28. vezi şi Joncţiuni celulare diferenţierea, 22, 23t ecologia, 22 eucariote. 22. 22f fracţionarea, 9, 11f. 12f interacţiunea cu matricea extracelulară a, 115. 117f joncţiunile între, 27, 68f, 69-70, 69f, 70f, 71f nucleul, 51-65, 51f, 52f picnotic, în apoptoză, 64, 64f procariote, 22 proliferarea, 62-63b
Depozite citoplasmatice, 23, 47, 48f, 49f
depozitele citoplasmatice de. 47. 49f
depozite citoplasmatice de (picături lipidice), 23, 47, 48f
cancerul cutanat şi, 365f, 366b. 372b depozite citoplasmatice de (granule de melanină), 47, 364-365, 364f, 365f
depozite citoplasmatice de, 23, 47, 49f vizuali, 464, 466
degradarea, în proteazomi, 39-40 depozite citoplasmatice de, 47 vezi şi
Punţi citoplasmatice, natura clonală a celulelor germinative şi, 423f, 425"
"112","citoschelet","citoscheletul, 23, 42-50 componentele citoplasmatice ale, 22-42 boli asociate cu anomalii ale, 50b, 50t comunicarea între, 27-28. vezi şi Joncţiuni celulare diferenţierea, 22, 23t ecologia, 22 eucariote. 22. 22f fracţionarea, 9, 11f. 12f interacţiunea cu matricea extracelulară a, 115. 117f joncţiunile între, 27, 68f, 69-70, 69f, 70f, 71f nucleul, 51-65, 51f, 52f picnotic, în apoptoză, 64, 64f procariote, 22 proliferarea, 62-63b
Citoschelet, 23, 42-50. vezi şi componentele specifice"
"113","citosol","Citosol, 23, 48-50"
"114","citotoxic","degenerarea corpului galben prin, 440 limfocitele T citotoxice/CD8+ şi, 258
CTL (limfocite T citotoxice), 258, 260
citotoxice (CTL), 258, 260 cu memorie, 260, 261f, 262f distribuţia, 258t efectele infecţiei cu HIV asupra, 258b funcţiile, 224t, 258, 260, 261f vezi şi
involuţia corpului galben prin, 440 rolul limfocitelor T citotoxice/CD8+ în, 258"
"115","deciduali","permanentă, 283 temporară (dinţi deciduali), 283"
"116","dendritică","Sinapsă axodendritică, 159, 159f"
"117","dendritic","Celule dendritice. 97t foliculare, 263, 265f
dendritice, 263- 264 ovariene (celule granuloase), 435, 436, 437f, 438. vezi şi Foliculi ovarieni
Sinapsă axodendritică, 159, 159f
Spini dendritici, 157"
"118","densitate","LDL (lipoproteine cu densitate joasă), internalizarea. 27, 28f
cu densitate foarte joasă, 124, 125f cu densitate joasă, internalizarea, 27.
cu densitate foarte joasă, 124, 125f cu densitate joasă, internalizarea, 27.
VLDL (lipoproteine cu densitate foarte scăzută), 124, 125f"
"119","dendritică","Sinapsă axodendritică, 159, 159f"
"120","dens","din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
Lamina densa, 67, 67f glomerulară. 373-374, 379f
LDL (lipoproteine cu densitate joasă), internalizarea. 27, 28f
Lentilă condensor, a microscopului optic, 3, 3f
cu densitate foarte joasă, 124, 125f cu densitate joasă, internalizarea, 27.
cu densitate foarte joasă, 124, 125f cu densitate joasă, internalizarea, 27.
Macula densa, 375f, 379, 379f, 385f, 386f, 388f componentă a aparatului juxtaglomerular, 384, 387f, 388f
Sistem tubular dens. 236
capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
Ţesut limfoid dens, 263
Golgi (de condensare), 36
VLDL (lipoproteine cu densitate foarte scăzută), 124, 125f"
"121","dens","din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
Lamina densa, 67, 67f glomerulară. 373-374, 379f
LDL (lipoproteine cu densitate joasă), internalizarea. 27, 28f
Lentilă condensor, a microscopului optic, 3, 3f
cu densitate foarte joasă, 124, 125f cu densitate joasă, internalizarea, 27.
cu densitate foarte joasă, 124, 125f cu densitate joasă, internalizarea, 27.
Macula densa, 375f, 379, 379f, 385f, 386f, 388f componentă a aparatului juxtaglomerular, 384, 387f, 388f
Sistem tubular dens. 236
capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
Ţesut limfoid dens, 263
Golgi (de condensare), 36
VLDL (lipoproteine cu densitate foarte scăzută), 124, 125f"
"122","depozit","depozitarea în/eliberarea din adipocite a, 124, 125f
depozitarea vitaminei A în, 333
depozitele citoplasmatice de, 23, 47 stocarea hepatică a, 333, 334f
depozitarea vitaminei A în, 333
Depozite citoplasmatice, 23, 47, 48f, 49f
Glicerol fosfat, şi depozitarea/eliberarea de lipide din adipocite. 124. 125f
depozitele citoplasmatice de. 47. 49f
depozitarea/secreţia mastocitară de, 97, 97-99b. 99f, 100f
depozite citoplasmatice de (picături lipidice), 23, 47, 48f
cancerul cutanat şi, 365f, 366b. 372b depozite citoplasmatice de (granule de melanină), 47, 364-365, 364f, 365f
depozite citoplasmatice de, 23, 47, 49f vizuali, 464, 466
degradarea, în proteazomi, 39-40 depozite citoplasmatice de, 47 vezi şi
depozitarea hepatică a, 333 stocarea/transportul în adipocite al, 123, 124, 125f"
"123","desmină","Desmină (scheletinâ), 45t, 47 identificarea imunocitochimică a, 16t, 18f
Scheletină (desmină), 45t, 47 identificarea imunocitochimicâ a, 16t, 18f"
"124","desmozom","Desmozomi (maculae adherens), 68f, 69f, 70
Hemidesmozomi, 70
Maculae adherens (desmozomi), 68f, 69f, 70"
"125","diartroze","Diartroze, 149, 149f"
"126","difuz","Sistem neuroendocrin difuz, 83-88. 88b, 88f, 300 celulele enteroendocrine şi, 294-295, 295b, 297f, 298f, 298t, 300 tumorile (apudoame) derivate din, 88b
SNED vezi sistem neuroendocrin difuz"
"127","distal","distali în menţinerea, 379
menţinerea, 388. 389b ansa Henle şi, 377 duetele colectoare şi, 381-384 tubii contorţi distali şi, 379 tubii contorţi proximali şi, 376
în tubii contorţi distali. 379
Pars distalis (lobul anterior hipofizar), 392, 393, 393f, 394f, 395f, 396f, 398f celule secretorii ale, 393, 397t controlul, 393-394, 394f, 398f, 399f, 399t
Tub contor! distal, 373, 374f, 375f, 377-379, 381f, 383f. 384f. 385f
colectori, 373, 374f, 381-384, 387f contorţi distali, 373, 374f, 375f, 377379, 381, 373f, 384f, 385f contopi proximali, 83f, 373, 374f, 375376, 375f, 376f, 379f, 381f, 382f, 383f transportul transcelular şi, 82. 83f, 376"
"128","distal","distali în menţinerea, 379
menţinerea, 388. 389b ansa Henle şi, 377 duetele colectoare şi, 381-384 tubii contorţi distali şi, 379 tubii contorţi proximali şi, 376
în tubii contorţi distali. 379
Pars distalis (lobul anterior hipofizar), 392, 393, 393f, 394f, 395f, 396f, 398f celule secretorii ale, 393, 397t controlul, 393-394, 394f, 398f, 399f, 399t
Tub contor! distal, 373, 374f, 375f, 377-379, 381f, 383f. 384f. 385f
colectori, 373, 374f, 381-384, 387f contorţi distali, 373, 374f, 375f, 377379, 381, 373f, 384f, 385f contopi proximali, 83f, 373, 374f, 375376, 375f, 376f, 379f, 381f, 382f, 383f transportul transcelular şi, 82. 83f, 376"
"129","de diviziune","Fus mitotic (de diviziune), 57, 58f, 61"
"130","duct","Meat (conduct) auditiv extern, 469. 470
Sistem reproductiv feminin, 435-455, 435f vezi şi structurile specifice citologia exfoliativâ în evaluarea, 452b glande mamare, 452-454, 452f, 453f.
Sistem reproductiv masculin, 418-434, 418f vezi şi structurile specifice căi spermatice excretoare, 418f, 419f, 429, 430f, 431f căi spermatice intratesticulare. 418f.
Sisteme reproductive. vezi Sistem reproductiv feminin; Sistem reproductiv masculin"
"131","dura","Dura mater, 167, 169f
Spaţiu subdural, 167, 169f"
"132","dural","Spaţiu subdural, 167, 169f"
"133","dineină","Dineină. 44, 158 deficit de, în sindromul cililor imobili, 50t, 340b, 425b"
"134","mediată","Clatrină, şi endocitoza mediată de receptori, 26, 27f, 28f
mediată de receptori, 26-27, 27f reciclarea membranară prin, 27, 28f, 158f, 159
în reacţiile de hipersensibilitate imediată, 99b secreţia mastocitară de, 99b, 99f, 100f
cutanată bazofilicâ, 232b imediată. vezi Reacţii de hipersensibilitate imediată
în reacţiile de hipersensibilitate imediată, 97-9b
în reacţiile de hipersensibilitate imediată, 97b, 255 receptori pentru, la nivel mastocitar, 97, 100f
imediată), 97-99b, 260-261b, IgE şi, 97b. 255 mastocitele şi. 97, 97-99b, 100f
Reacţii de hipersensibilitate imediată (reacţii alergice), 97-99b, 260-261b"
"135","efector","Efectori, şi recepţia semnalelor, 28, 29f"
"136","elastică","Lamina elastică, 112 externă, 207 a arterelor de calibru mediu (musculare), 211 internă, 206f, 207, 207f a arterelor de calibru mediu (musculare), 207f, 211, 211f, 218f a arterelor elastice mari, 208. 208f a arteriolelor şi arterelor mici. 211.
fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
elastică"
