"","term_id","oTerms","nTerms","base","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....organite...","c..........................................multinucleată....multinucleată...","c..................................................primordială...","c.............................................................","c..............................................................1"
"277",10763,"collagen fibre","fibră de colagen","colagen","myelinata","colagen","fibră","de","colagen","",""
"278",10763,"collagen fibre","fibră de colagen","fibră","neurofibra","fibră","fibră","de","colagen","",""
"279",10765,"tropocollagen","tropocolagen","tropocollagen","golgiensis","tropocolagen","tropocolagen","","","",""
"280",10769,"elastic fibre","fibră elastică","elastic","non","elastică","fibră","elastică","","",""
"281",10769,"elastic fibre","fibră elastică","fibră","myelinata","elastică","fibră","elastică","","",""
"282",10776,"elastin","elastină","elastina","phagocytosis","elastină","elastină","","","",""
"283",10784,"loose connective tissue","țesut conjunctiv lax","liber","osseus","","țesut","conjunctiv","lax","",""
"284",10784,"loose connective tissue","țesut conjunctiv lax","conjunctiv","vesicula","conjunctiv","țesut","conjunctiv","lax","",""
"285",10784,"loose connective tissue","țesut conjunctiv lax","țesut","pinocytotica","țesut","țesut","conjunctiv","lax","",""
"286",10785,"dense connective tissue","țesut conjunctiv dens","dens","textus","dens","țesut","conjunctiv","dens","",""
"287",10785,"dense connective tissue","țesut conjunctiv dens","conjunctiv","muscularis","conjunctiv","țesut","conjunctiv","dens","",""
"288",10785,"dense connective tissue","țesut conjunctiv dens","țesut","levis","țesut","țesut","conjunctiv","dens","",""
"289",10793,"ligaments","ligamente","ligamentele","sarcomerum","ligamente","ligamente","","","",""
"290",10800,"adipose tissue","țesut adipos","adipos","connectivus","adipos","țesut","adipos","","",""
"291",10800,"adipose tissue","țesut adipos","țesut","laxus","țesut","țesut","adipos","","",""
"292",10807,"chondrocyte","condrocit","condrocite","myomerum","condrocit","condrocit","","","",""
"293",10817,"collagen fibre","fibră de colagen","colagen","oxyphilicus","colagen","fibră","de","colagen","",""
"294",10817,"collagen fibre","fibră de colagen","fibră","nodulus","fibră","fibră","de","colagen","",""
"295",10829,"elastic cartilage","cartilaj elastic","elastic","tropomyosinum","elastic","cartilaj","elastic","","",""
"296",10829,"elastic cartilage","cartilaj elastic","cartilaj","myofilamentum","cartilaj","cartilaj","elastic","","",""
"297",10830,"perichondrium","pericondru","perichondrium","myoblastus","pericondru","pericondru","","","",""
"298",10839,"bone tissue","țesut osos","os","adhaerens","osos","țesut","osos","","",""
"299",10839,"bone tissue","țesut osos","țesut","myofilamentum","țesut","țesut","osos","","",""
"300",10839,"osseous tissue","țesut osos","osos","tenue","osos","țesut","osos","","",""
"301",10839,"osseous tissue","țesut osos","țesut","filamentum","țesut","țesut","osos","","",""
"302",10843,"osteocyte","osteocit","osteocitare","axoplasma","osteocit","osteocit","","","",""
"303",10845,"osteoclast","osteoclast","osteoclastelor","microglia","osteoclast","osteoclast","","","",""
"304",10863,"periosteum","periost","periost","plasmalemma","periost","periost","","","",""
"305",10869,"endosteum","endost","endosteum","foramen","endost","endost","","","",""
"306",10902,"ossification","osificare","osificare","vesicula","osificare","osificare","","","",""
"307",10941,"blood cells","celule sanguine","sânge","tubulinum","sanguine","celule","sanguine","","",""
"308",10941,"blood cells","celule sanguine","celulele","dyneinum","celule","celule","sanguine","","",""
"309",10942,"erythrocyte","eritrocit","eritrocite","limbus","eritrocit","eritrocit","","","",""
"310",10947,"anisocytosis","anizocitoză","anizocitoză","synaptica","anizocitoză","anizocitoză","","","",""
"311",10956,"leucocyte","leucocit","leucocită","vesicula","leucocit","leucocit","","","",""
"312",10956,"white blood cell","leucocit","alb","presynaptica","leucocit","leucocit","","","",""
"313",10956,"white blood cell","leucocit","sânge","epithelium","","leucocit","","","",""
"314",10956,"white blood cell","leucocit","celulă","respiratorium","","leucocit","","","",""
"315",10957,"lymphocyte","limfocit","limfocite","melanocytus","limfocit","limfocit","","","",""
"316",10958,"azurophilic granule","granulă azurofilă","azurofile","cellula","azurofilă","granulă","azurofilă","","",""
"317",10958,"azurophilic granule","granulă azurofilă","granulă","dendritiformis","azurofilă","granulă","azurofilă","","",""
"318",10961,"b lymphocyte","limfocit B","b","membrana","","limfocit","B","","",""
"319",10961,"b lymphocyte","limfocit B","limfocite","tectoria","limfocit","limfocit","B","","",""
"320",10964,"t lymphocyte","limfocit T","t","membrana","","limfocit","T","","",""
"321",10964,"t lymphocyte","limfocit T","limfocite","vestibularis","limfocit","limfocit","T","","",""
"322",10970,"monocyte","monocit","monocite","muscularis","monocit","monocit","","","",""
"323",10973,"neutrophilic granulocyte","neutrofil","neutrofilica","dentinoblastus","neutrofil","neutrofil","","","",""
"324",10973,"neutrophilic granulocyte","neutrofil","granulocite","odontoblastus","","neutrofil","","","",""
"325",10973,"neutrophil","neutrofil","neutrofile","oligodendrocytus","neutrofil","neutrofil","","","",""
"326",10973,"segmented neutrophilic granulocyte","neutrofil","segmentat","palatum","","neutrofil","","","",""
"327",10973,"segmented neutrophilic granulocyte","neutrofil","neutrofilica","pancreas","neutrofil","neutrofil","","","",""
"328",10973,"segmented neutrophilic granulocyte","neutrofil","granulocite","parenchyma","","neutrofil","","","",""
"329",10980,"eosinophilic granulocyte","eozinofil","eozinofile","squamosum","eozinofil","eozinofil","","","",""
"330",10980,"eosinophilic granulocyte","eozinofil","granulocite","oesophagus","","eozinofil","","","",""
"331",10980,"eosinophil","eozinofil","eozinofile","fasciculus","eozinofil","eozinofil","","","",""
"332",10990,"platelet","trombocit","trombocite","trachea","trombocit","trombocit","","","",""
"333",10990,"thrombocyte","trombocit","trombocite","cartilagines","trombocit","trombocit","","","",""
"334",11000,"plasma","plasmă","plasma","choroideus","plasmă","plasmă","","","",""
"335",11003,"chylomicron","chilomicron","chylomicron","tracheales","chilomicron","chilomicron","","","",""
"336",11033,"sinusoid","sinusoid","sinusoidă","tunica","sinusoid","sinusoid","","","",""
"337",11036,"erythroblast","eritroblast","eritroblast","tonofilamentum","eritroblast","eritroblast","","","",""
"338",11042,"myeloblast","mieloblast","mieloblaste","adventitia","mieloblast","mieloblast","","","",""
"339",11044,"myelocyte","mielocit","myelocyte","bronchus","mielocit","mielocit","","","",""
"340",11057,"megakaryocyte","megakariocit","megakaryocyte","bronchiolus","megakariocit","megakariocit","","","",""
"341",11075,"bone marrow","măduvă osoasă","os","ovarium","osoasă","măduvă","osoasă","","",""
"342",11075,"bone marrow","măduvă osoasă","măduvă","tunica","măduvă","măduvă","osoasă","","",""
"343",11078,"red bone marrow","măduvă osoasă hematogenă","roșu","albuginea","","măduvă","osoasă","hematogenă","",""
"344",11078,"red bone marrow","măduvă osoasă hematogenă","os","ovarii","hematogenă","măduvă","osoasă","hematogenă","",""
"345",11078,"red bone marrow","măduvă osoasă hematogenă","măduvă","tunica","măduvă","măduvă","osoasă","hematogenă","",""
"346",11078,"haematopoietic bone marrow","măduvă osoasă hematogenă","hematopoietice","albuginea","hematogenă","măduvă","osoasă","hematogenă","",""
"347",11078,"haematopoietic bone marrow","măduvă osoasă hematogenă","os","penis","hematogenă","măduvă","osoasă","hematogenă","",""
"348",11078,"haematopoietic bone marrow","măduvă osoasă hematogenă","măduvă","corpus","măduvă","măduvă","osoasă","hematogenă","",""
"349",11083,"muscle cell","celulă musculară","mușchi","glandulae","musculară","celulă","musculară","","",""
"350",11083,"muscle cell","celulă musculară","celulă","oris","musculară","celulă","musculară","","",""
"351",11083,"myocyte","celulă musculară","myocyte","granulum","","celulă","musculară","","",""
"352",11087,"myofilament","miofilament","myofilament","spongiosum","miofilament","miofilament","","","",""
"353",11088,"myofibril","miofibrilă","myofibril","penis","miofibrilă","miofibrilă","","","",""
"354",11089,"sarcomere","sarcomer","sarcomerului","folliculus","sarcomer","sarcomer","","","",""
"355",11089,"myomere","sarcomer","myomere","ovaricus","sarcomer","sarcomer","","","",""
"356",11092,"actin","actină","actina","tonofibrilla","actină","actină","","","",""
"357",11099,"desmin","desmină","desmin","hyperplasia","desmină","desmină","","","",""
"358",11108,"tropomyosin","tropomiozină","tropomyosin","primarius","tropomiozină","tropomiozină","","","",""
"359",11125,"myofilament","miofilament","myofilament","folliculus","miofilament","miofilament","","","",""
"360",11168,"desmosome","desmozom","desmosome","fibra","desmozom","desmozom","","","",""
"361",11168,"macula adherens","desmozom","macula","collageni","","desmozom","","","",""
"362",11168,"macula adherens","desmozom","adherens","ligamentum","","desmozom","","","",""
"363",11188,"myoblast","mioblast","myoblast","ovaricus","mioblast","mioblast","","","",""
"364",11193,"nerve tissue","țesut nervos","nerv","desmosoma","nervos","țesut","nervos","","",""
"365",11193,"nerve tissue","țesut nervos","țesut","macula","țesut","țesut","nervos","","",""
"366",11194,"axolemma","axolemă","axolemma","axolemma","axolemă","axolemă","","","",""
"367",11195,"neuron","neuron","neuron","granulocytus","neuron","neuron","","","",""
"368",11197,"axolemma","axolemă","axolemma","protoplasmicus","axolemă","axolemă","","","",""
"369",11198,"nerve cell body","corp neuronal","nerv","periosteum","neuronal","corp","neuronal","","",""
"370",11198,"nerve cell body","corp neuronal","celulă","pia","","corp","neuronal","","",""
"371",11198,"nerve cell body","corp neuronal","corp","mater","corp","corp","neuronal","","",""
"372",11201,"neurofibril","neurofibrilă","neurofibril","multipolare","neurofibrilă","neurofibrilă","","","",""
"373",11204,"nerve fibre","fibră nervoasă","nerv","myelini","nervoasă","fibră","nervoasă","","",""
"374",11204,"nerve fibre","fibră nervoasă","fibră","claustrum","fibră","fibră","nervoasă","","",""
"375",11209,"sensory nerve fibre","fibră nervoasă senzitivă","senzorial","folliculare","senzitivă","fibră","nervoasă","senzitivă","",""
"376",11209,"sensory nerve fibre","fibră nervoasă senzitivă","nerv","stigma","nervoasă","fibră","nervoasă","senzitivă","",""
"377",11209,"sensory nerve fibre","fibră nervoasă senzitivă","fibră","folliculare","senzitivă","fibră","nervoasă","senzitivă","",""
"378",11210,"afferent nerve fibre","fibră nervoasă aferentă","aferent","neurofibra","aferentă","fibră","nervoasă","aferentă","",""
"379",11210,"afferent nerve fibre","fibră nervoasă aferentă","nerv","efferens","aferentă","fibră","nervoasă","aferentă","",""
"380",11210,"afferent nerve fibre","fibră nervoasă aferentă","fibră","fibroblastus","aferentă","fibră","nervoasă","aferentă","",""
"381",11211,"efferent nerve fibre","fibră nervoasă eferentă","eferente","neuromuscularis","eferentă","fibră","nervoasă","eferentă","",""
"382",11211,"efferent nerve fibre","fibră nervoasă eferentă","nerv","ganglion","eferentă","fibră","nervoasă","eferentă","",""
"383",11211,"efferent nerve fibre","fibră nervoasă eferentă","fibră","ganglion","eferentă","fibră","nervoasă","eferentă","",""
"384",11214,"axon","axon","axon","axolemma","axon","axon","","","",""
"385",11215,"axoplasm","axoplasmă","axoplasm","secundarius","axoplasmă","axoplasmă","","","",""
"386",11222,"terminal arborization","arborizație terminală","terminal","arachnoidea","terminală","arborizație","terminală","","",""
"387",11222,"terminal arborization","arborizație terminală","arborization","mater","arborizație","arborizație","terminală","","",""
"388",11235,"dendritic spine","spin dendritic","dendritic","stratum","dendritic","spin","dendritic","","",""
"389",11235,"dendritic spine","spin dendritic","șira spinării","granulosum","","spin","dendritic","","",""
"390",11249,"bipolar neuron","neuron bipolar","bipolar","neutrophilus","bipolar","neuron","bipolar","","",""
"391",11249,"bipolar neuron","neuron bipolar","neuron","neutrophilus","neuron","neuron","bipolar","","",""
"392",11250,"multipolar neuron","neuron multipolar","multipolară","segmentonuclearis","multipolar","neuron","multipolar","","",""
"393",11250,"multipolar neuron","neuron multipolar","neuron","nucleolus","neuron","neuron","multipolar","","",""
"394",11254,"motor neuron","neuron motor","motor","granulocytus","motor","neuron","motor","","",""
"395",11254,"motor neuron","neuron motor","neuron","neutrophilus","neuron","neuron","motor","","",""
"396",11260,"interneuron","interneuron","interneuron","corpus","interneuron","interneuron","","","",""
"397",11260,"internuncial neuron","interneuron","referitor la ambasadorii","polare","","interneuron","","","",""
"398",11260,"internuncial neuron","interneuron","neuron","primum","interneuron","interneuron","","","",""
"399",11269,"nerve endings","terminații nervoase","nerv","compactus","nervoase","terminații","nervoase","","",""
"400",11269,"nerve endings","terminații nervoase","finaluri","textus","terminații","terminații","nervoase","","",""
"401",11272,"axodendritic synapse","sinapsă axodendritică","axodendritic","centralis","axodendritică","sinapsă","axodendritică","","",""
"402",11272,"axodendritic synapse","sinapsă axodendritică","synapse","systema","sinapsă","sinapsă","axodendritică","","",""
"403",11276,"axosomatic synapse","sinapsă axosomatică","axosomatic","nervosum","axosomatică","sinapsă","axosomatică","","",""
"404",11276,"axosomatic synapse","sinapsă axosomatică","synapse","centrale","sinapsă","sinapsă","axosomatică","","",""
"405",11282,"receptor","receptor","receptor","endoplasmicum","receptor","receptor","","","",""
"406",11299,"neuroglia","nevroglii","neuroglia","glycogeni","nevroglii","nevroglii","","","",""
"407",11300,"synapse","sinapsă","synapse","pars","sinapsă","sinapsă","","","",""
"408",11305,"microglia","microglie","microglia","corona","microglie","microglie","","","",""
"409",11306,"synaptic vesicle","veziculă sinaptică","synaptic","radiata","sinaptică","veziculă","sinaptică","","",""
"410",11306,"synaptic vesicle","veziculă sinaptică","veziculă","oocytus","veziculă","veziculă","sinaptică","","",""
"411",11306,"presynaptic vesicle","veziculă sinaptică","presynaptic","secundarius","sinaptică","veziculă","sinaptică","","",""
"412",11306,"presynaptic vesicle","veziculă sinaptică","veziculă","corpus","veziculă","veziculă","sinaptică","","",""
"413",11308,"glial cell body","celulă glială","gliale","gliocytus","glială","celulă","glială","","",""
"414",11308,"glial cell body","celulă glială","celulă","cellula","celulă","celulă","glială","","",""
"415",11308,"glial cell body","celulă glială","corp","pyramidalis","","celulă","glială","","",""
"416",11310,"neurotransmitter","neurotransmițător","neurotransmitator","nucleus","neurotransmițător","neurotransmițător","","","",""
"417",11325,"postsynaptic region","componentă postsinaptică","postsynaptic","granulum","postsinaptică","componentă","postsinaptică","","",""
"418",11325,"postsynaptic region","componentă postsinaptică","regiune","lipofuscini","","componentă","postsinaptică","","",""
"419",11339,"ependymal cell","celulă ependimară","ependimar","endotheliocytus","ependimară","celulă","ependimară","","",""
"420",11339,"ependymal cell","celulă ependimară","celulă","ependymocytus","celulă","celulă","ependimară","","",""
"421",11346,"astrocyte","astrocit","astrocyte","interlobaris","astrocit","astrocit","","","",""
"422",11348,"protoplasmic astrocyte","astrocit protoplasmatic","protoplasmic","fibrosus","protoplasmatic","astrocit","protoplasmatic","","",""
"423",11348,"protoplasmic astrocyte","astrocit protoplasmatic","astrocyte","astrocytus","astrocit","astrocit","protoplasmatic","","",""
"424",11350,"fibrous astrocyte","astrocit fibros","fibros","astrocytus","fibros","astrocit","fibros","","",""
"425",11350,"fibrous astrocyte","astrocit fibros","astrocyte","astrocytus","astrocit","astrocit","fibros","","",""
"426",11357,"oligodendrocyte","oligodendrocit","oligodendroglii","corpus","oligodendrocit","oligodendrocit","","","",""
"427",11367,"satellite cell","celulă satelită","satelit","schwannocytus","satelită","celulă","satelită","","",""
"428",11367,"satellite cell","celulă satelită","celulă","neurolemmocytus","satelită","celulă","satelită","","",""
"429",11367,"satellite glial cell","celulă satelită","satelit","centriolum","satelită","celulă","satelită","","",""
"430",11367,"satellite glial cell","celulă satelită","gliale","centriolum","","celulă","satelită","","",""
"431",11367,"satellite glial cell","celulă satelită","celulă","cerebellum","satelită","celulă","satelită","","",""
"432",11370,"schwann cell","celulă Schwann","schwann","cisterna","Schwann","celulă","Schwann","","",""
"433",11370,"schwann cell","celulă Schwann","celulă","cytoplasma","celulă","celulă","Schwann","","",""
"434",11370,"neurolemmocyte","celulă Schwann","neurolemmocyte","cytoskeleton","","celulă","Schwann","","",""
"435",11378,"mesaxon","mezaxon","mesaxon","lamina","mezaxon","mezaxon","","","",""
"436",11382,"myelin sheath","teacă de mielină","mielina","connectivus","mielină","teacă","de","mielină","",""
"437",11382,"myelin sheath","teacă de mielină","teacă","compactus","teacă","teacă","de","mielină","",""
"438",11389,"myelin cleft","incizură Schmidt-Lanterman","mielina","plexus","Schmidt-Lanterman","incizură","Schmidt-Lanterman","","",""
"439",11389,"myelin cleft","incizură Schmidt-Lanterman","despicat","neuralis","","incizură","Schmidt-Lanterman","","",""
"440",11389,"myelin incisure","incizură Schmidt-Lanterman","mielina","autonomicus","Schmidt-Lanterman","incizură","Schmidt-Lanterman","","",""
"441",11389,"myelin incisure","incizură Schmidt-Lanterman","incizura","canalis","incizură","incizură","Schmidt-Lanterman","","",""
"442",11390,"myelin sheath gap","nod Ranvier","mielina","stratum","","nod","Ranvier","","",""
"443",11390,"myelin sheath gap","nod Ranvier","teacă","moleculare","","nod","Ranvier","","",""
"444",11390,"myelin sheath gap","nod Ranvier","decalaj","stroma","","nod","Ranvier","","",""
"445",11408,"joints","articulații","articulațiilor","apicis","articulații","articulații","","","",""
"446",11436,"nucleus pulposus","nucleu pulpos","nucleu","dentis","nucleu","nucleu","pulpos","","",""
"447",11436,"nucleus pulposus","nucleu pulpos","pulpos","enamelum","pulpos","nucleu","pulpos","","",""
"448",11477,"muscle spindle","fus neuromuscular","mușchi","dentinum","neuromuscular","fus","neuromuscular","","",""
"449",11477,"muscle spindle","fus neuromuscular","ax","tubulus","neuromuscular","fus","neuromuscular","","",""
"450",11515,"oral cavity","cavitate bucală","oral","cavitas","bucală","cavitate","bucală","","",""
"451",11515,"oral cavity","cavitate bucală","cavitate","oris","cavitate","cavitate","bucală","","",""
"452",11525,"sebaceous gland","glandă sebacee","sebaceu","dentini","sebacee","glandă","sebacee","","",""
"453",11525,"sebaceous gland","glandă sebacee","glandă","canaliculus","glandă","glandă","sebacee","","",""
"454",11546,"palate","palat","cerul gurii","neuronis","","palat","","","",""
"455",11552,"soft palate","palat moale","moale","dentini","moale","palat","moale","","",""
"456",11552,"soft palate","palat moale","cerul gurii","processus","","palat","moale","","",""
"457",11559,"submucosa","submucoasă","submucoasa","dentinoblasti","submucoasă","submucoasă","","","",""
"458",11562,"gingiva","gingie","gingiei","processus","gingie","gingie","","","",""
"459",11562,"gum","gingie","gumă","odontoblasti","","gingie","","","",""
"460",11571,"gingival sulcus","crevasă gingivală","gingival","predentinum","gingivală","crevasă","gingivală","","",""
"461",11571,"gingival sulcus","crevasă gingivală","sulcus","cementum","","crevasă","gingivală","","",""
"462",11571,"gingival groove","crevasă gingivală","gingival","pulpa","gingivală","crevasă","gingivală","","",""
"463",11571,"gingival groove","crevasă gingivală","canelură","dentis","","crevasă","gingivală","","",""
"464",11602,"salivary glands","glande salivare","salivar","neurofibra","salivare","glande","salivare","","",""
"465",11602,"salivary glands","glande salivare","glande","sensoria","glande","glande","salivare","","",""
"466",11602,"glands of mouth","glande salivare","glande","interneuron","glande","glande","salivare","","",""
"467",11602,"glands of mouth","glande salivare","de","neuron","salivare","glande","salivare","","",""
"468",11602,"glands of mouth","glande salivare","gură","internuntiale","","glande","salivare","","",""
"469",11604,"parotid gland","glandă parotidă","glandă parotidă","alveolus","parotidă","glandă","parotidă","","",""
"470",11604,"parotid gland","glandă parotidă","glandă","dentalis","glandă","glandă","parotidă","","",""
"471",11605,"sublingual gland","glandă sublinguală","sublingual","diaphragma","sublinguală","glandă","sublinguală","","",""
"472",11605,"sublingual gland","glandă sublinguală","glandă","rimae","sublinguală","glandă","sublinguală","","",""
"473",11606,"submandibular gland","glandă submandibulară","submandibulare","arteria","submandibulară","glandă","submandibulară","","",""
"474",11606,"submandibular gland","glandă submandibulară","glandă","tunica","submandibulară","glandă","submandibulară","","",""
"475",11607,"minor salivary glands","glande salivare minore","minor","glandula","minore","glande","salivare","minore","",""
"476",11607,"minor salivary glands","glande salivare minore","salivar","parathyroidea","salivare","glande","salivare","minore","",""
"477",11607,"minor salivary glands","glande salivare minore","glande","labyrinthus","glande","glande","salivare","minore","",""
"478",11635,"mucous cell","celulă mucoasă","mucos","osseus","mucoasă","celulă","mucoasă","","",""
"479",11635,"mucous cell","celulă mucoasă","celulă","perilympha","celulă","celulă","mucoasă","","",""
"480",11653,"tooth","dinte","dinte","endoneurium","dinte","dinte","","","",""
"481",11654,"crown","coroană dentară","coroană","lamina","coroană","coroană","dentară","","",""
"482",11655,"neck","gât al dintelui","gât","spiralis","dintelui","gât","al","dintelui","",""
"483",11655,"cervix","gât al dintelui","col uterin","cochleae","","gât","al","dintelui","",""
"484",11657,"pulp cavity","cameră pulpară","pulpă","modiolus","pulpară","cameră","pulpară","","",""
"485",11657,"pulp cavity","cameră pulpară","cavitate","cochleae","","cameră","pulpară","","",""
"486",11660,"root canal","canal radicular","rădăcină","endolympha","","canal","radicular","","",""
"487",11660,"root canal","canal radicular","canal","pars","radicular","canal","radicular","","",""
"488",11660,"pulp canal","canal radicular","pulpă","postsynaptica","radicular","canal","radicular","","",""
"489",11660,"pulp canal","canal radicular","canal","glandula","radicular","canal","radicular","","",""
"490",11662,"apical foramen","foramen apical","apical","submandibularis","apical","foramen","apical","","",""
"491",11662,"apical foramen","foramen apical","foramen","corpus","foramen","foramen","apical","","",""
"492",11663,"enamel","smalț","email","neuroepitheliale","smalț","smalț","","","",""
"493",11677,"dentine","dentină","dentină","vasa","dentină","dentină","","","",""
"494",11678,"dentinal tubule","tubul dentinal","dentinei","sanguinea","dentinal","tubul","dentinal","","",""
"495",11678,"dentinal tubule","tubul dentinal","țeavă subțire","et","","tubul","dentinal","","",""
"496",11680,"odontoblast process","proces odontoblastic","odontoblast","lymphatica","odontoblastic","proces","odontoblastic","","",""
"497",11680,"odontoblast process","proces odontoblastic","proces","endocrinocytus","proces","proces","odontoblastic","","",""
"498",11694,"predentine","predentină","predentine","epithelium","predentină","predentină","","","",""
"499",11701,"cement","cement","ciment","superficiale","cement","cement","","","",""
"500",11712,"dental pulp","pulpă dentară","dentar","epithelium","dentară","pulpă","dentară","","",""
"501",11712,"dental pulp","pulpă dentară","pulpă","simplex","pulpă","pulpă","dentară","","",""
"502",11714,"odontoblast","odontoblast","odontoblast","soma","odontoblast","odontoblast","","","",""
"503",11720,"dense connective tissue","țesut conjunctiv dens","dens","textus","dens","țesut","conjunctiv","dens","",""
"504",11720,"dense connective tissue","țesut conjunctiv dens","conjunctiv","nervosus","conjunctiv","țesut","conjunctiv","dens","",""
"505",11720,"dense connective tissue","țesut conjunctiv dens","țesut","textus","țesut","țesut","conjunctiv","dens","",""
"506",11725,"periodontal ligament","ligament periodontal","parodontale","lymphoideus","periodontal","ligament","periodontal","","",""
"507",11725,"periodontal ligament","ligament periodontal","ligament","splenicus","ligament","ligament","periodontal","","",""
"508",11732,"tooth alveolus","alveolă dentară","dinte","cuboideum","dentară","alveolă","dentară","","",""
"509",11732,"tooth alveolus","alveolă dentară","alveolă","epithelium","alveolă","alveolă","dentară","","",""
"510",11732,"tooth socket","alveolă dentară","dinte","simplex","dentară","alveolă","dentară","","",""
"511",11732,"tooth socket","alveolă dentară","priză","columnare","dentară","alveolă","dentară","","",""
"512",11766,"tongue","limbă","limbă","melanocytus","limbă","limbă","","","",""
"513",11799,"lymphoid nodule","folicul limfoid","limfoid","microvillosus","limfoid","folicul","limfoid","","",""
"514",11799,"lymphoid nodule","folicul limfoid","nodul","limbus","folicul","folicul","limfoid","","",""
"515",11799,"lymphoid follicle","folicul limfoid","limfoid","penicillatus","limfoid","folicul","limfoid","","",""
"516",11799,"lymphoid follicle","folicul limfoid","folicul","limbus","limfoid","folicul","limfoid","","",""
"517",11813,"respiratory epithelium","epiteliu respirator","respirator","cavernosum","respirator","epiteliu","respirator","","",""
"518",11813,"respiratory epithelium","epiteliu respirator","epiteliu","penis","epiteliu","epiteliu","respirator","","",""
"519",11821,"alimentary canal","canal alimentar","alimentar","corporis","alimentar","canal","alimentar","","",""
"520",11821,"alimentary canal","canal alimentar","canal","spongiosi","alimentar","canal","alimentar","","",""
"521",11874,"oesophagus","esofag","esofag","elastica","esofag","esofag","","","",""
"522",11877,"dendritic cell","celulă dendritică","dendritic","tunica","dendritică","celulă","dendritică","","",""
"523",11877,"dendritic cell","celulă dendritică","celulă","albuginea","celulă","celulă","dendritică","","",""
"524",11881,"lamina muscularis of mucosa","musculara mucoasei","foiță","mucosae","","musculara","mucoasei","","",""
"525",11881,"lamina muscularis of mucosa","musculara mucoasei","musculara","nervus","mucoasei","musculara","mucoasei","","",""
"526",11881,"lamina muscularis of mucosa","musculara mucoasei","de","neurofibrilla","mucoasei","musculara","mucoasei","","",""
"527",11881,"lamina muscularis of mucosa","musculara mucoasei","mucoasa","neurofilamentum","mucoasei","musculara","mucoasei","","",""
"528",11886,"myo-epithelial cell","celulă mioepitelială","mio-epiteliale","hypertrophia","mioepitelială","celulă","mioepitelială","","",""
"529",11886,"myo-epithelial cell","celulă mioepitelială","celulă","metaplasia","mioepitelială","celulă","mioepitelială","","",""
"530",11905,"zymogen granule","granulă de zimogen","zimogen","fibrocytus","zimogen","granulă","de","zimogen","",""
"531",11905,"zymogen granule","granulă de zimogen","granulă","myofibroblastus","granulă","granulă","de","zimogen","",""
"532",11913,"muscularis mucosae","musculara mucoasei","musculara","neuron","mucoasei","musculara","mucoasei","","",""
"533",11913,"muscularis mucosae","musculara mucoasei","mucoaselor","neuron","mucoasei","musculara","mucoasei","","",""
"534",11929,"glycocalyx","glicocalix","glycocalyx","glycosaminoglycanum","glicocalix","glicocalix","","","",""
"535",11941,"muscularis mucosae","musculara mucoasei","musculara","bipolare","mucoasei","musculara","mucoasei","","",""
"536",11941,"muscularis mucosae","musculara mucoasei","mucoaselor","motoneuron","mucoasei","musculara","mucoasei","","",""
"537",11968,"muscularis mucosae","musculara mucoasei","musculara","neuron","mucoasei","musculara","mucoasei","","",""
"538",11968,"muscularis mucosae","musculara mucoasei","mucoaselor","motorium","mucoasei","musculara","mucoasei","","",""
"539",12000,"liver","ficat","ficat","pinealis","ficat","ficat","","","",""
"540",12009,"bile canaliculus","canalicul biliar","bilă","cochleocytus","biliar","canalicul","biliar","","",""
"541",12009,"bile canaliculus","canalicul biliar","canaliculus","externus","canalicul","canalicul","biliar","","",""
"542",12014,"perisinusoidal cell","celulă Ito-Nemoto","perisinusoidală","glandula","","celulă","Ito-Nemoto","","",""
"543",12014,"perisinusoidal cell","celulă Ito-Nemoto","celulă","mammaria","celulă","celulă","Ito-Nemoto","","",""
"544",12014,"fat storing cell","celulă Ito-Nemoto","grăsime","lobus","","celulă","Ito-Nemoto","","",""
"545",12014,"fat storing cell","celulă Ito-Nemoto","stocarea","mammae","","celulă","Ito-Nemoto","","",""
"546",12014,"fat storing cell","celulă Ito-Nemoto","celulă","basket","celulă","celulă","Ito-Nemoto","","",""
"547",12014,"hepatic stellate cell [hsc]","celulă Ito-Nemoto","hepatic","neuron","","celulă","Ito-Nemoto","","",""
"548",12014,"hepatic stellate cell [hsc]","celulă Ito-Nemoto","stelat","peripheral","","celulă","Ito-Nemoto","","",""
"549",12014,"hepatic stellate cell [hsc]","celulă Ito-Nemoto","celulă","nervous","celulă","celulă","Ito-Nemoto","","",""
"550",12014,"hepatic stellate cell [hsc]","celulă Ito-Nemoto","hsc","system","celulă","celulă","Ito-Nemoto","","",""
"551",12015,"sinusoid","sinusoid","sinusoidă","adipocyte","sinusoid","sinusoid","","","",""
"552",12019,"portal area","spațiu port","portal","arachnoid","port","spațiu","port","","",""
"553",12019,"portal area","spațiu port","domeniu","mater","","spațiu","port","","",""
"554",12019,"portal canal","spațiu port","portal","terminal","port","spațiu","port","","",""
"555",12019,"portal canal","spațiu port","canal","arborization","","spațiu","port","","",""
"556",12019,"portal zone","spațiu port","portal","interlobar","port","spațiu","port","","",""
"557",12019,"portal zone","spațiu port","zonă","artery","","spațiu","port","","",""
"558",12061,"pancreas","pancreas","pancreas","pericytus","pancreas","pancreas","","","",""
"559",12067,"zymogen granule","granulă de zimogen","zimogen","ligamenta","zimogen","granulă","de","zimogen","",""
