"","words","index"
"58","conjunctiv","caracteristicile circulaţiei şi. 209f continue (somatice), 213, 215f, 216f deplasarea fluidelor prin ţesutul conjunctiv şi, 116-117, 118f din musculatura scheletică, 183, 183f, 185f discontinue sinusoide, 213. vezi şi
afectarea ţesutului conjunctiv in. 107b
din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
Fibre proteice. în ţesutul conjunctiv, 91, 102-113 vezi şi tipunle specifice
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
ale ţesutului conjunctiv, 97 eliberarea de mediatori chimici de către, 97-99b, 100f funcţii ale. 93t. 97 mucoase, 97 originea, 92f, 97
ţesut conjunctiv derivat din, 91, 92f
Mezoderm/celule mezodermice, ţesut conjunctiv derivat din, 91
deplasarea fluidului in ţesutul conjunctiv
sinteza de, 25, 26f motorii, 43 nonhistonice, 54 periferice, 23, 24f, 225 peroxizomale, 40 anormale, boli asociate cu, 40b plasmatice, 223-224 în matricea ţesutului conjunctiv, 116 sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
histogeneza, 125, 126f tumorile, 127b Ţesut conjunctiv, 66, 66t, 91-122 capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
edem, 102b, 117 tipuri de, 117-121, 118f, 122f vascular, 205, 206-207 Ţesut conjunctiv propriu-zis, 117-119, 118f, 119f. 120f, 121f
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
"59","conjunctiv","caracteristicile circulaţiei şi. 209f continue (somatice), 213, 215f, 216f deplasarea fluidelor prin ţesutul conjunctiv şi, 116-117, 118f din musculatura scheletică, 183, 183f, 185f discontinue sinusoide, 213. vezi şi
afectarea ţesutului conjunctiv in. 107b
din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
Fibre proteice. în ţesutul conjunctiv, 91, 102-113 vezi şi tipunle specifice
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
ale ţesutului conjunctiv, 97 eliberarea de mediatori chimici de către, 97-99b, 100f funcţii ale. 93t. 97 mucoase, 97 originea, 92f, 97
ţesut conjunctiv derivat din, 91, 92f
Mezoderm/celule mezodermice, ţesut conjunctiv derivat din, 91
deplasarea fluidului in ţesutul conjunctiv
sinteza de, 25, 26f motorii, 43 nonhistonice, 54 periferice, 23, 24f, 225 peroxizomale, 40 anormale, boli asociate cu, 40b plasmatice, 223-224 în matricea ţesutului conjunctiv, 116 sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
histogeneza, 125, 126f tumorile, 127b Ţesut conjunctiv, 66, 66t, 91-122 capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
edem, 102b, 117 tipuri de, 117-121, 118f, 122f vascular, 205, 206-207 Ţesut conjunctiv propriu-zis, 117-119, 118f, 119f. 120f, 121f
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
"60","conjunctiv","caracteristicile circulaţiei şi. 209f continue (somatice), 213, 215f, 216f deplasarea fluidelor prin ţesutul conjunctiv şi, 116-117, 118f din musculatura scheletică, 183, 183f, 185f discontinue sinusoide, 213. vezi şi
afectarea ţesutului conjunctiv in. 107b
din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
Fibre proteice. în ţesutul conjunctiv, 91, 102-113 vezi şi tipunle specifice
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
ale ţesutului conjunctiv, 97 eliberarea de mediatori chimici de către, 97-99b, 100f funcţii ale. 93t. 97 mucoase, 97 originea, 92f, 97
ţesut conjunctiv derivat din, 91, 92f
Mezoderm/celule mezodermice, ţesut conjunctiv derivat din, 91
deplasarea fluidului in ţesutul conjunctiv
sinteza de, 25, 26f motorii, 43 nonhistonice, 54 periferice, 23, 24f, 225 peroxizomale, 40 anormale, boli asociate cu, 40b plasmatice, 223-224 în matricea ţesutului conjunctiv, 116 sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
histogeneza, 125, 126f tumorile, 127b Ţesut conjunctiv, 66, 66t, 91-122 capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
edem, 102b, 117 tipuri de, 117-121, 118f, 122f vascular, 205, 206-207 Ţesut conjunctiv propriu-zis, 117-119, 118f, 119f. 120f, 121f
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
"61","conjunctiv","caracteristicile circulaţiei şi. 209f continue (somatice), 213, 215f, 216f deplasarea fluidelor prin ţesutul conjunctiv şi, 116-117, 118f din musculatura scheletică, 183, 183f, 185f discontinue sinusoide, 213. vezi şi
afectarea ţesutului conjunctiv in. 107b
din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
Fibre proteice. în ţesutul conjunctiv, 91, 102-113 vezi şi tipunle specifice
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
ale ţesutului conjunctiv, 97 eliberarea de mediatori chimici de către, 97-99b, 100f funcţii ale. 93t. 97 mucoase, 97 originea, 92f, 97
ţesut conjunctiv derivat din, 91, 92f
Mezoderm/celule mezodermice, ţesut conjunctiv derivat din, 91
deplasarea fluidului in ţesutul conjunctiv
sinteza de, 25, 26f motorii, 43 nonhistonice, 54 periferice, 23, 24f, 225 peroxizomale, 40 anormale, boli asociate cu, 40b plasmatice, 223-224 în matricea ţesutului conjunctiv, 116 sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
histogeneza, 125, 126f tumorile, 127b Ţesut conjunctiv, 66, 66t, 91-122 capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
edem, 102b, 117 tipuri de, 117-121, 118f, 122f vascular, 205, 206-207 Ţesut conjunctiv propriu-zis, 117-119, 118f, 119f. 120f, 121f
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
"62","conexine","Conexine, 69, 71f"
"63","contort","Tub contort proximal, 83f. 373, 374f, 375376, 375f, 376f, 379f, 381f, 382f, 383f transportul transcelular la nivelul, 82, 83f"
"64","inimă","Inimă, 205, 217-219, 219f, 220f
sanguine; Inimă; Sistem vascular limfatic"
"65","cornos","identificarea imunocitochimică a, 16t in stratul bazai, 361 în stratul cornos, 363
Strat cornos, 360f, 363
în stratul cornos, 363"
"66","cheratinizat","stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
cilindric, 73t, 77 cubic, 73t de tranziţie, 73t, 74f, 77, 77f pavimentos, 73t, 74f, 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f"
"67","corp","Corp gastric, 288, 291f. 292-295, 292f, 293f, 294f, 295f, 296f, 297f uterin, 444
Corp (limb), al unghiei, 370
Corp alb, 436f, 440, 445f
Corp bazai, 44, 71, 73f
Corp cavernos al penisului, 418f, 433, 433f al uretrei (corp spongios), 390, 418f, 433, 433f
al penisului, 418f, 433, 433f al uretrei (corp spongios), 390, 418f, 433, 433f
Corp celular, neuronal (pericarion), 154f, 155, 156-157, 157f
Corp ciliar, 456, 457f, 458f, 459-460. 459f
Corp galben, 435f, 436f, 439-440, 443f, 444f de sarcină, 440 menstrual, 440
Corp polar, primul, 439
Corp şi fund gastric. 288, 291f, 292-295, 292f, 293f, 294f, 295f, 296f, 297f
Corp vitros, 456, 457f, 458f, 462
Epifiză cerebrală (glandă/corp pineal), 417
Glandă/corp pineal (epifizâ). 417
corp galben menstrual. 440
Pericarion (corp celular), 154f, 155, 156157, 157f
Primul corp polar, 439
corp cavernos al (corp spongios), 390, 418f, 433, 433f la sexul feminin, 390 la sexul masculin, 390, 429, 431, 432f
ocular), 457-461, 457f, 458f. 459f, 460f, 461 f. vezi şi Coroidâ; Corp ciliar; Iris"
"68","corpuscul","Corpuscul renal, 373-375, 374f, 375f, 376f, 377f. 378f, 379f"
"69","creastă","Creastă neurală, 155"
"70","placă","Joncţiune neuromusculară (placă terminală motorie), 154f, 194, 194f
Placă ateroscleroticâ, 207b, 209b de ataşare, 70
Placă motorie, 154f, 194, 194f
Placă neurală, 154"
"71","cutanat","Cancer cutanat, melanină şi. 365f. 366b.
cutanat. 372b pulmonar, 359b
cancerul cutanat şi, 365f. 366b. 372b
cancerul cutanat şi, 365f, 366b. 372b depozite citoplasmatice de (granule de melanină), 47, 364-365, 364f, 365f
cancerul cutanat şi, 365f, 366b, 372b
activitatea imunologică la nivelul, 366 culoarea, 363. vezi şi Melanocite efectele senescenţei asupra, 367b elasticitatea, 360 funcţiile, 360 glandele din, 370-372. 370f. 371f, 372f gros (glabru), 360-361, 360f. 363 pigmentarea boli care afectează, 366b melanocitele şi, 363-365, 364f, 366b receptorii senzoriali din, 367-368, 368f straturile, 360, 360f. vezi şi Derm; Epiderm subţire, 360-36, 361f, 363 tumori ale, 372b. vezi şi Cancer cutanat vascularizaţia, 367-368"
"72","cuticulă","Cuticulă a firului de păr, 369, 369f unghialâ (eponichiu), 370"
"73","ciclu","Ciclu anovulator, 439
Ciclu celular, 58-63, 62f
Ciclu menstrual, 446-450, 447f, 449f, 449t modificări ale sânilor în timpul, 453
Menstruaţie, 448. vezi şi Ciclu menstrual corp galben menstrual. 440"
"74","citoplasmă","Citoplasmă, 22-50. vezi şi compartimentele specifice axonală, 157, 158 a celulelor musculare (sarcoplasmâ), 182, 189"
"75","citoplasmatice","depozitele citoplasmatice de, 23, 47 stocarea hepatică a, 333, 334f
citoscheletul, 23, 42-50 componentele citoplasmatice ale, 22-42 boli asociate cu anomalii ale, 50b, 50t comunicarea între, 27-28. vezi şi Joncţiuni celulare diferenţierea, 22, 23t ecologia, 22 eucariote. 22. 22f fracţionarea, 9, 11f. 12f interacţiunea cu matricea extracelulară a, 115. 117f joncţiunile între, 27, 68f, 69-70, 69f, 70f, 71f nucleul, 51-65, 51f, 52f picnotic, în apoptoză, 64, 64f procariote, 22 proliferarea, 62-63b
Depozite citoplasmatice, 23, 47, 48f, 49f
depozitele citoplasmatice de. 47. 49f
depozite citoplasmatice de (picături lipidice), 23, 47, 48f
cancerul cutanat şi, 365f, 366b. 372b depozite citoplasmatice de (granule de melanină), 47, 364-365, 364f, 365f
depozite citoplasmatice de, 23, 47, 49f vizuali, 464, 466
degradarea, în proteazomi, 39-40 depozite citoplasmatice de, 47 vezi şi
Punţi citoplasmatice, natura clonală a celulelor germinative şi, 423f, 425"
"76","citoschelet","Citoschelet, 23, 42-50. vezi şi componentele specifice"
"77","citosol","Citosol, 23, 48-50"
"78","deciduali","permanentă, 283 temporară (dinţi deciduali), 283"
"79","densitate","LDL (lipoproteine cu densitate joasă), internalizarea. 27, 28f
cu densitate foarte joasă, 124, 125f cu densitate joasă, internalizarea, 27.
cu densitate foarte joasă, 124, 125f cu densitate joasă, internalizarea, 27.
VLDL (lipoproteine cu densitate foarte scăzută), 124, 125f"
"80","dens","din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
Sistem tubular dens. 236
capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
Ţesut limfoid dens, 263"
"81","dens","din fibrocartilaj. 132 din ţesutul conjunctiv dens, 119, 120f
din fibrocartilaj, 132, 133f din ţesutul conjunctiv dens, 119, 120f din ţesutul osos, 138, 138f. 139f. 140, 140f, 141f din vasele sanguine, 206 formate din colagen de tip I, 107, 108f, 109f formate din colagen de tip III, 108 Vezi
din mucoase, 121, 122f din pericondru, 130f din ţesutul conjunctiv dens, 119, 120f, 121f din ţesutul conjunctiv lax, 95f. 118, 119f funcţiile, 91, 93t originea, 92f
în ţesutul conjunctiv dens, 119, 121f
Sistem tubular dens. 236
capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
Ţesut limfoid dens, 263"
"82","desmină","Desmină (scheletinâ), 45t, 47 identificarea imunocitochimică a, 16t, 18f
Scheletină (desmină), 45t, 47 identificarea imunocitochimicâ a, 16t, 18f"
"83","diartroze","Diartroze, 149, 149f"
"84","difuz","Sistem neuroendocrin difuz, 83-88. 88b, 88f, 300 celulele enteroendocrine şi, 294-295, 295b, 297f, 298f, 298t, 300 tumorile (apudoame) derivate din, 88b
SNED vezi sistem neuroendocrin difuz"
"85","distal","Tub contor! distal, 373, 374f, 375f, 377-379, 381f, 383f. 384f. 385f"
"86","distal","Tub contor! distal, 373, 374f, 375f, 377-379, 381f, 383f. 384f. 385f"
"87","de diviziune","Fus mitotic (de diviziune), 57, 58f, 61"
"88","dura","Dura mater, 167, 169f"
"89","dineină","Dineină. 44, 158 deficit de, în sindromul cililor imobili, 50t, 340b, 425b"
"90","mediată","Clatrină, şi endocitoza mediată de receptori, 26, 27f, 28f
mediată de receptori, 26-27, 27f reciclarea membranară prin, 27, 28f, 158f, 159"
"91","elastică","Lamina elastică, 112 externă, 207 a arterelor de calibru mediu (musculare), 211 internă, 206f, 207, 207f a arterelor de calibru mediu (musculare), 207f, 211, 211f, 218f a arterelor elastice mari, 208. 208f a arteriolelor şi arterelor mici. 211.
fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
elastică"
"92","elastică","Lamina elastică, 112 externă, 207 a arterelor de calibru mediu (musculare), 211 internă, 206f, 207, 207f a arterelor de calibru mediu (musculare), 207f, 211, 211f, 218f a arterelor elastice mari, 208. 208f a arteriolelor şi arterelor mici. 211.
fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
elastică"
"93","elastică","Lamina elastică, 112 externă, 207 a arterelor de calibru mediu (musculare), 211 internă, 206f, 207, 207f a arterelor de calibru mediu (musculare), 207f, 211, 211f, 218f a arterelor elastice mari, 208. 208f a arteriolelor şi arterelor mici. 211.
fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
elastică"
"94","celule endocrine","Celule endocrine, din tractul gastrointestinal"
"95","endocrine","Celule endocrine, din tractul gastrointestinal
absorbţia lipidelor din, 299, 304f, 305f celulele endocrine din, 298f, 298t, 300, 306f, 308f, 309, 31 Of enterocitele din, 298-299, 301f, 302( mucoasa, 298-300, 300f, 306f straturile (de la lamina propria la seroasâ), 306f, 309, 310f vascularizaţia şi inervaţia, 309-311, 310f"
"96","endocrin","Semnal/efect endocrin, 27"
"97","endocitoză","Endocitoză, 25 mediată de receptori, 26-27, 27f reciclarea membranară prin, 27, 28f, 158f, 159
Reciclare membranară. în endocitoză, 27, 28f. 158f, 159"
"98","endoplasmic ","ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
carcinom al, 407b disfuncţie a, 407b fetală (timpurie), 405 hormonii secretaţi de. 400, 404-405, 404f controlul, 405, 405f efectele renale ale, 388, 389b reticulul endoplasmic neted în, 35
aportul sanguin, 325f, 327f, 328 boli ale, 326b, 329-330b, 335-336b, 335t ciroză, 326b, 336b, 336f funcţiile, 317, 323, 329-330b, 332-335, 334f, 335f regenerarea, 335-336b reticulul endoplasmic neted în, 35 stocarea glicogenului în, 49f, 339, 331f, 333, 334f stroma, 324 tumorile, 337b
membranare, 22f, 23, 24f reticulul endoplasmic neted şi sinteza/transportul de, 35, 35f
Glucozo-6-fosfatazâ. in reticulul endoplasmic neted. 35
efectele asupra ţesutului osos, 148b identificarea imunocitochimică a, 16t reglarea activităţii osteoclastelor de către, 136 reticulul endoplasmic neted şi metabolismul, 35 sistemul hipotalamo-hipofizar, 393, 394f, 398f tumorile hipofizare care secretă, 399
şi reticulul endoplasmic rugos, 33, 34f
sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
REN vezi Reticul endoplasmic neted
RER. vezi Reticul endoplasmic rugos
Reticul endoplasmic neted (REN), 33f, 3435, 35f
Reticul endoplasmic rugos (RER), 32f, 3334. 33f, 34t, 35f al hepatocitelor, 35, 329, 331f, 334f sinteza proteinelor la nivelul, 25, 26f, 33-34, 34f, 35f
în reticulul endoplasmic rugos. 33. 34f mitocondriali, 30
celulele care secretă, 88-89, 89f reticulul endoplasmic neted al, 35"
"99","endoteliu","Celule endoteliale/endoteliu, 75. 75f capilar, 212, 215f alveolar, 350. 352f, 353, 353f corneean, 457 originea, 92f vascular, 205, 206, 206f, 207f bolile asociate cu. 206b
Endoteliu capilar, 212, 215f alveolar, 350, 352f. 353, 353f
Venule cu endoteliu înalt, şi recircularea limfocitelor, 274, 274f"
"100","endoteliu","Celule endoteliale/endoteliu, 75. 75f capilar, 212, 215f alveolar, 350. 352f, 353, 353f corneean, 457 originea, 92f vascular, 205, 206, 206f, 207f bolile asociate cu. 206b
Endoteliu capilar, 212, 215f alveolar, 350, 352f. 353, 353f
Venule cu endoteliu înalt, şi recircularea limfocitelor, 274, 274f"
"101","enzime","Enzime. vezi şi tipurile specifice localizarea, în celule şi ţesuturi, 10, 12f, 141
Enzime lizozomale, 36-38
boli care afectează, 144b, 148b efectele parathormonului asupra, 148, 416 eliberarea de enzime lizozomale din, 38b, 41f originea, 92f, 136"
"102","eozinofile","factorul chemotactic pentru eozinofile
Celulă formatoare de colonii de eozinofile
eozinofile al anafilaxiei
eozinofile), 239f
Eozinofile, 35f, 224t, 226, 227f, 229-230, 230f, 231 f afecţiuni asociate cu anomalii ale, 229230b funcţiile, 93t, 224t granulele specifice din, 228t, 229. 230f, 231f numărul şi procentajul, 229t, 229 originea/diferenţierea/maturarea, 92f, 239f, 243f
Eozinofile; Neutrofile originea/diferenţierea/maturarea (granulocitopoiezâ), 238, 239f, 243f, 245-247, 245f, 246f, 247f, 248f infecţiile bacteriene şi (deviere la stânga a formulei leucocitare), 247b metaplazia mieloidă şi, 277b
Metamielocite eozinofile, 243f
bazofile, 239f, 243f, 247 eozinofile. 239f, 243f, 247, 248f neutrofile. 239f, 243f, 247, 247f, 248f"
"103","epididim","Epididim, 418f, 419, 429, 430f"
"104","epitelial","specifice şi Ţesut epitelial formarea glandelor din, 79, 79f forme/caracteristici ale, 66-70 pinocitoza la nivelul, 82 reînnoirea, 81
Gottheb. ligamentul epitelial al lui. 287
Ligament epitelial al lui Gottlieb, 287
elastice Ţesut epitelial, 66-90, 66t. vezi şi tipurile sau organele specifice şi Celule epiteliale controlul activităţii glandulare şi, 81 de acoperire, 73t, 74f, 75-77 descrierea, 80-89 formarea glandelor din, 79, 79f glandular, 75, 77-80, 79f, 80f, 81f inervaţia, 81 metaplazia, 81b polaritatea, 80-81, 84f reînnoirea, 81 tipuri de, 73t, 74f, 75-80
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
