term_id,oTerms,nTerms,base,oWords,matchWords,c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...,c..............................................multinucleată...,c......................................................primordială...,c.............................................................,c..............................................................1,V12,V13,V14,V15,V16,V17,V18
10607,endothelium,endoteliu,endoteliul,endothelium,endoteliu,endoteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10610,endotheliocytus,celulă endotelială,endotheliocytus,endotheliocytus,endoteliocit,endotelială,endoteliului,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10624,mesothelium,mezoteliu,mesothelium,mesothelium,mezoteliu,mezoteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10626,epithelium simplex cuboideum,epiteliu simplu cubic,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10626,epithelium simplex cuboideum,epiteliu simplu cubic,simplu,simplex,simplu,simplu,pavimentos,simplă,NA,NA,NA,NA,NA,NA,NA,NA,NA
10626,epithelium simplex cuboideum,epiteliu simplu cubic,cuboideum,cuboideum,cubic,cubic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10627,epithelium simplex columnare,epiteliu simplu columnar,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10627,epithelium simplex columnare,epiteliu simplu columnar,simplu,simplex,simplu,simplu,pavimentos,simplă,NA,NA,NA,NA,NA,NA,NA,NA,NA
10627,epithelium simplex columnare,epiteliu simplu columnar,în formă de coloană,columnare,columnar,cilindric,columnar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10628,epithelium pseudostratificatum columnare,epiteliu pseudostratificat columnar,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10628,epithelium pseudostratificatum columnare,epiteliu pseudostratificat columnar,pseudostratificatum,pseudostratificatum,pseudostratificat,pseudostratificat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10628,epithelium pseudostratificatum columnare,epiteliu pseudostratificat columnar,în formă de coloană,columnare,columnar,cilindric,columnar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10632,epithelium stratificatum squamosum non cornificatum,epiteliu stratificat scuamos nekeratinizat,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10632,epithelium stratificatum squamosum non cornificatum,epiteliu stratificat scuamos nekeratinizat,stratificatum,stratificatum,stratificat,stratificat,necheratinizat,keratinizare,nekeratinizat,cheratinizat,keratinizat,NA,NA,NA,NA,NA,NA
10632,epithelium stratificatum squamosum non cornificatum,epiteliu stratificat scuamos nekeratinizat,solzos,squamosum,scuamos,scuamos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10632,epithelium stratificatum squamosum non cornificatum,epiteliu stratificat scuamos nekeratinizat,nu,non,non,epiteliu,stratificat,scuamos,nekeratinizat,epiteliu,stratificatum,solzos,nu,cornificatum,nonkeratinized,stratificat,scuamoase
10632,epithelium stratificatum squamosum non cornificatum,epiteliu stratificat scuamos nekeratinizat,cornificatum,cornificatum,keratinizat,stratificat,cheratinizat,keratinizat,keratinizare,NA,NA,NA,NA,NA,NA,NA,NA
10637,epithelium stratificatum squamosum cornificatum,epiteliu stratificat scuamos keratinizat,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10637,epithelium stratificatum squamosum cornificatum,epiteliu stratificat scuamos keratinizat,stratificatum,stratificatum,stratificat,stratificat,necheratinizat,keratinizare,nekeratinizat,cheratinizat,keratinizat,NA,NA,NA,NA,NA,NA
10637,epithelium stratificatum squamosum cornificatum,epiteliu stratificat scuamos keratinizat,solzos,squamosum,scuamos,scuamos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10637,epithelium stratificatum squamosum cornificatum,epiteliu stratificat scuamos keratinizat,cornificatum,cornificatum,keratinizat,stratificat,cheratinizat,keratinizat,keratinizare,NA,NA,NA,NA,NA,NA,NA,NA
10638,epithelium stratificatum cuboideum,epiteliu stratificat cubic,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10638,epithelium stratificatum cuboideum,epiteliu stratificat cubic,stratificatum,stratificatum,stratificat,stratificat,necheratinizat,keratinizare,nekeratinizat,cheratinizat,keratinizat,NA,NA,NA,NA,NA,NA
10638,epithelium stratificatum cuboideum,epiteliu stratificat cubic,cuboideum,cuboideum,cubic,cubic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10639,epithelium stratificatum columnare,epiteliu stratificat cilindric,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10639,epithelium stratificatum columnare,epiteliu stratificat cilindric,stratificatum,stratificatum,stratificat,stratificat,necheratinizat,keratinizare,nekeratinizat,cheratinizat,keratinizat,NA,NA,NA,NA,NA,NA
10639,epithelium stratificatum columnare,epiteliu stratificat cilindric,în formă de coloană,columnare,columnar,cilindric,columnar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10655,epithelium glandulare,epiteliu glandular,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10655,epithelium glandulare,epiteliu glandular,glandular,glandulare,glandular,glandular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10656,glandula,glandă,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10658,secretio apocrina,secreție apocrină,secreție,secretio,secreție,secreție,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10658,secretio apocrina,secreție apocrină,apocrina,apocrina,apocrină,apocrină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10661,secretio exocrina,secreție exocrină,secreție,secretio,secreție,secreție,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10661,secretio exocrina,secreție exocrină,exocrina,exocrina,exocrină,exocrină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10668,glandula exocrina,glandă exocrină,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10668,glandula exocrina,glandă exocrină,exocrina,exocrina,exocrină,exocrină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10670,epitheliocytus caliciformis,celulă caliciformă,epitheliocytus,epitheliocytus,epiteliocit,epitelială,celulă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10670,epitheliocytus caliciformis,celulă caliciformă,caliciformis,caliciformis,caliciform,caliciformă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10674,glandula simplex,glandă simplă,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10674,glandula simplex,glandă simplă,simplu,simplex,simplă,simplu,pavimentos,simplă,NA,NA,NA,NA,NA,NA,NA,NA,NA
10675,glandula tubulosa,glandă tubulară,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10675,glandula tubulosa,glandă tubulară,tubular,tubulosa,tubulară,tubulară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10676,glandula tubulosa simplex,glandă tubulară simplă,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10676,glandula tubulosa simplex,glandă tubulară simplă,tubular,tubulosa,tubulară,tubulară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10676,glandula tubulosa simplex,glandă tubulară simplă,simplu,simplex,simplă,simplu,pavimentos,simplă,NA,NA,NA,NA,NA,NA,NA,NA,NA
10677,glandula tubulosa ramosa,glandă tubulară ramificată,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10677,glandula tubulosa ramosa,glandă tubulară ramificată,tubular,tubulosa,tubulară,tubulară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10677,glandula tubulosa ramosa,glandă tubulară ramificată,branșament,ramosa,ramificată,ramificată,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10679,glandula acinosa,glandă acinară,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10679,glandula acinosa,glandă acinară,like,acinosa,acinară,acinară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10687,glandula tubuloacinosa composita,glandă tubuloacinară compusă,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10687,glandula tubuloacinosa composita,glandă tubuloacinară compusă,tubuloacinosa,tubuloacinosa,tubuloacinară,tubuloacinară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10687,glandula tubuloacinosa composita,glandă tubuloacinară compusă,compozit,composita,compusă,compusă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10704,acinus,acin,crimă,acinus,acin,acin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10707,myoepitheliocytus,celulă mioepitelială,myoepitheliocytus,myoepitheliocytus,mioepiteliocit,mioepitelială,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10713,myoepitheliocytus,celulă mioepitelială,myoepitheliocytus,myoepitheliocytus,mioepiteliocit,mioepitelială,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10726,glandula endocrina,glandă endocrină,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
10726,glandula endocrina,glandă endocrină,endocrin,endocrina,endocrină,endocrină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10735,fibroblastus,fibroblast,fibroblaste,fibroblastus,fibroblast,fibroblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10736,fibrocytus,fibrocit,fibrocytus,fibrocytus,fibrocit,fibrocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10738,adipocytus,adipocit,adipocytus,adipocytus,adipocit,adipoasă,adipocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10739,plasmocytus,plasmocit,plasmocytus,plasmocytus,plasmocit,plasmocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10742,macrophagocytus,macrofag,macrophagocytus,macrophagocytus,macrofag,macrofag,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10747,mastocytus,mastocit,mastocytus,mastocytus,mastocit,mastocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10750,myofibroblastus,miofibroblast,myofibroblastus,myofibroblastus,miofibroblast,miofibroblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10751,cellula pigmentata,celulă pigmentară,celulă,cellula,celulă,celulă,epitelială,foliculară,scuamoasă,celule,multinucleată,stelată,centroacinară,limfocit,receptoare,NA,NA
10751,cellula pigmentata,celulă pigmentară,pigmentat,pigmentata,pigmentară,pigmentară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10753,melanocytus,melanocit,melanocite,melanocytus,melanocit,melanocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10754,matrix extracellularis,matrice extracelulară,matrice,matrix,matrice,matrice,extracelulară,citoplasmatică,NA,NA,NA,NA,NA,NA,NA,NA,NA
10754,matrix extracellularis,matrice extracelulară,extracelular,extracellularis,extracelulară,extracelulară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10756,glycosaminoglycanum,glicozaminoglican,glicozaminoglicani,glycosaminoglycanum,glicozaminoglican,glicozaminoglican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10758,proteoglycanum,proteoglican,proteoglycanum,proteoglycanum,proteoglican,proteoglican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10759,collagenum,colagen,colagenul,collagenum,colagen,colagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10760,procollagenum,procolagen,procollagenum,procollagenum,procolagen,procolagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10762,fasciculus collageni,fascicul de colagen,fișier,fasciculus,fascicul,fascicul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10762,fasciculus collageni,fascicul de colagen,colagenul,collageni,colagen,colagen,colagenă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10763,fibra collageni,fibră de colagen,fibră,fibra,fibră,fibră,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10763,fibra collageni,fibră de colagen,colagenul,collageni,colagenă,colagen,colagenă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10765,tropocollagenum,tropocolagen,tropocollagenum,tropocollagenum,tropocolagen,tropocolagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10769,fibra elastica,fibră elastică,fibră,fibra,fibră,fibră,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10769,fibra elastica,fibră elastică,elastic,elastica,elastică,elastică,cartilaj,elastic,NA,NA,NA,NA,NA,NA,NA,NA,NA
10776,elastinum,elastină,elastina,elastinum,elastină,elastină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10784,textus connectivus laxus,țesut conjunctiv lax,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
10784,textus connectivus laxus,țesut conjunctiv lax,conjunctiv,connectivus,conjunctiv,conjunctiv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10784,textus connectivus laxus,țesut conjunctiv lax,mai târziu,laxus,lax,lax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10785,textus connectivus compactus,țesut conjunctiv dens,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
10785,textus connectivus compactus,țesut conjunctiv dens,conjunctiv,connectivus,conjunctiv,conjunctiv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10785,textus connectivus compactus,țesut conjunctiv dens,cd,compactus,dens,țesut,conjunctiv,dens,NA,NA,NA,NA,NA,NA,NA,NA,NA
10793,ligamenta,ligamente,legături,ligamenta,ligamente,ligamente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10800,textus adiposus,țesut adipos,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
10800,textus adiposus,țesut adipos,gras,adiposus,adipos,adipos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10807,chondrocytus,condrocit,chondrocytus,chondrocytus,condrocit,condrocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10817,fibra collageni,fibră de colagen,fibră,fibra,fibră,fibră,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10817,fibra collageni,fibră de colagen,colagenul,collageni,colagenă,colagen,colagenă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10829,cartilago elastica,cartilaj elastic,cartilaj,cartilago,cartilaj,cartilaj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10829,cartilago elastica,cartilaj elastic,elastic,elastica,elastic,elastică,cartilaj,elastic,NA,NA,NA,NA,NA,NA,NA,NA,NA
10830,perichondrium,pericondru,perichondrium,perichondrium,pericondru,pericondru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10839,textus osseus,țesut osos,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
10839,textus osseus,țesut osos,schelet,osseus,osos,osos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10843,osteocytus,osteocit,osteocytus,osteocytus,osteocit,osteocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10845,osteoclastus,osteoclast,osteoclastus,osteoclastus,osteoclast,osteoclast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10863,periosteum,periost,periost,periosteum,periost,periost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10869,endosteum,endost,endosteum,endosteum,endost,endost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10902,ossificatio,osificare,osificare,ossificatio,osificare,osificare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10941,haemocyti,celule sanguine,haemocyti,haemocyti,hemocite,sanguine,celule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10942,erythrocytus,eritrocit,erythrocytus,erythrocytus,eritrocit,eritrocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10947,anisocytosis,anizocitoză,anizocitoză,anisocytosis,anizocitoză,anizocitoză,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10956,leucocytus,leucocit,premoniție,leucocytus,leucocit,leucocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10957,lymphocytus,limfocit,limfocite,lymphocytus,limfocit,limfocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10958,granulum azurophilum,granulă azurofilă,granulă,granulum,granulă,incluziune,granulă,incluzie,NA,NA,NA,NA,NA,NA,NA,NA,NA
10958,granulum azurophilum,granulă azurofilă,azurophilum,azurophilum,azurofilă,azurofilă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10961,lymphocytus b,limfocit B,limfocite,lymphocytus,limfocit,limfocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10961,lymphocytus b,limfocit B,b,b,b,limfocit,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10964,lymphocytus t,limfocit T,limfocite,lymphocytus,limfocit,limfocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10964,lymphocytus t,limfocit T,t,t,t,limfocit,T,helper,NA,NA,NA,NA,NA,NA,NA,NA,NA
10970,monocytus,monocit,monocytus,monocytus,monocit,monocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10973,granulocytus neutrophilus,neutrofil,granulocytus,granulocytus,granulocit,granulocit,granulocitar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10973,granulocytus neutrophilus,neutrofil,neutrofile,neutrophilus,neutrofil,neutrofil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10973,neutrophilus,neutrofil,neutrofile,neutrophilus,neutrofil,neutrofil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10973,granulocytus neutrophilus segmentonuclearis,neutrofil,granulocytus,granulocytus,granulocit,granulocit,granulocitar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10973,granulocytus neutrophilus segmentonuclearis,neutrofil,neutrofile,neutrophilus,neutrofil,neutrofil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10973,granulocytus neutrophilus segmentonuclearis,neutrofil,segmentonuclearis,segmentonuclearis,segmentat,segmentat,polimorfonuclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10980,granulocytus acidophilus,eozinofil,granulocytus,granulocytus,granulocit,granulocit,granulocitar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10980,granulocytus acidophilus,eozinofil,acidophilus,acidophilus ,acidofil,eozinofil,granulocytus,acidophilus,eozinofile,eozinofile,granulocite,eozinofile,eozinofil,eozinofil,granulocit,eozinofil,eozinofil
10980,eosinophilus,eozinofil,eozinofile,eosinophilus,eozinofil,eozinofil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10990,thrombocytus,trombocit,thrombocytus,thrombocytus,trombocit,trombocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,plasma,plasmă,plasma,plasma,plasmă,plasmă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11003,chylomicron,chilomicron,chylomicron,chylomicron,chilomicron,chilomicron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11033,sinusoideus,sinusoid,sinusoideus,sinusoideus,sinusoid,sinusoid,sinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11033,sinus venularis,sinusoid,golf,sinus,sinus,sinus,intermediar,sinusoid,venos,subcapsular,marginal,NA,NA,NA,NA,NA,NA
11033,sinus venularis,sinusoid,venularis,venularis,venos,venos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11036,erythroblastus,eritroblast,erythroblastus,erythroblastus,eritroblast,eritroblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11042,myeloblastus,mieloblast,myeloblastus,myeloblastus,mieloblast,mieloblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11044,myelocytus,mielocit,myelocytus,myelocytus,mielocit,mielocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11057,megakaryocytus,megakariocit,megakaryocytus,megakaryocytus,megakariocit,megacariocit,megakariocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11075,medulla ossium,măduvă osoasă,măduvă,medulla,măduva,măduva,medulară,medulosuprarenală,măduvă,NA,NA,NA,NA,NA,NA,NA,NA
11075,medulla ossium,măduvă osoasă,os,ossium,osoasă,osoasă,hematogenă,roşie,NA,NA,NA,NA,NA,NA,NA,NA,NA
11078,medulla ossium rubra,măduvă osoasă hematogenă,măduvă,medulla,măduva,măduva,medulară,medulosuprarenală,măduvă,NA,NA,NA,NA,NA,NA,NA,NA
11078,medulla ossium rubra,măduvă osoasă hematogenă,os,ossium,osoasă,osoasă,hematogenă,roşie,NA,NA,NA,NA,NA,NA,NA,NA,NA
11078,medulla ossium rubra,măduvă osoasă hematogenă,roșu,rubra,hematogenă,hematogenă,roşie,roșie,NA,NA,NA,NA,NA,NA,NA,NA,NA
11083,myocytus,celulă musculară,myocytes,myocytus,miocit,musculară,miocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11087,myofilamentum,miofilament,myofilamentum,myofilamentum,miofilament,filament,miofilament,microfilament,NA,NA,NA,NA,NA,NA,NA,NA,NA
11088,myofibrilla,miofibrilă,myofibrilla,myofibrilla,miofibrilă,miofibrilă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11089,sarcomerum,sarcomer,sarcom,sarcomerum,sarcomer,sarcomer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11089,myomerum,sarcomer,miom,myomerum,miomer,sarcomer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11092,actinum,actină,actina,actinum,actină,actină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11099,desminum,desmină,desminum,desminum,desmină,desmină,scheletină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11108,tropomyosinum,tropomiozină,tropomyosinum,tropomyosinum,tropomiozină,tropomiozină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11125,myofilamentum,miofilament,myofilamentum,myofilamentum,miofilament,filament,miofilament,microfilament,NA,NA,NA,NA,NA,NA,NA,NA,NA
11168,macula adhaerens,desmozom,punct,macula,macula,macula,desmozomală,joncțiune,maculă,saculei,utriculei,NA,NA,NA,NA,NA,NA
11168,macula adhaerens,desmozom,aderare,adhaerens,adherens,adherens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11168,desmosoma,desmozom,desmosoma,desmosoma,desmozom,desmozom,desmozomală,desmozomică,NA,NA,NA,NA,NA,NA,NA,NA,NA
11188,myoblastus,mioblast,myoblastus,myoblastus,mioblast,mioblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11193,textus nervosus,țesut nervos,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
11193,textus nervosus,țesut nervos,puternic,nervosus,nervos,nervos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11194,axolemma,axolemă,axolemma,axolemma,axolemă,axolemă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11195,neuron,neuron,neuron,neuron,neuron,neuron,coșuleț,celulă,eferent,motoneuron,interneuron,conuri,NA,NA,NA,NA,NA
11197,axolemma,axolemă,axolemma,axolemma,axolemă,axolemă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11198,perikaryon,corp neuronal,perikaryon,perikaryon,pericarion,pericarion,perikarion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11198,neurosoma,corp neuronal,neurosoma,neurosoma,neurozom,neuronal,neuronului,soma,NA,NA,NA,NA,NA,NA,NA,NA,NA
11198,soma,corp neuronal,soma,soma,soma,neuronal,soma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11198,corpus neuronis,corp neuronal,corp,corpus,corp,cerebrală,corp,pericarion,globul,corpuscul,neuroepitelial,NA,NA,NA,NA,NA,NA
11198,corpus neuronis,corp neuronal,neuron,neuronis,neuronal,neuronal,neuronului,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11201,neurofibrilla,neurofibrilă,neurofibrilla,neurofibrilla,neurofibrilă,neurofibrilă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11204,neurofibra,fibră nervoasă,neurofibra,neurofibra,neurofibră,nervoasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11209,neurofibra sensoria,fibră nervoasă senzitivă,neurofibra,neurofibra,neurofibră,nervoasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11209,neurofibra sensoria,fibră nervoasă senzitivă,senzorial,sensoria,senzitivă,senzitivă,receptoare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11210,neurofibra afferens,fibră nervoasă aferentă,neurofibra,neurofibra,neurofibră,nervoasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11210,neurofibra afferens,fibră nervoasă aferentă,aducere,afferens,aferentă,aferentă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11211,neurofibra efferens,fibră nervoasă eferentă,neurofibra,neurofibra,neurofibră,nervoasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11211,neurofibra efferens,fibră nervoasă eferentă,subliniază,efferens,eferentă,eferentă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11214,axon,axon,axon,axon,axon,axon,cilindrax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11215,axoplasma,axoplasmă,axoplasma,axoplasma,axoplasmă,axoplasmă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11222,telodendron,arborizație terminală,telodendron,telodendron,telodendron,telodendrit,telodendron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11235,gemmula dendritica,spin dendritic,concert,gemmula,spin,spin,specializare,postsinaptică,NA,NA,NA,NA,NA,NA,NA,NA,NA
11235,gemmula dendritica,spin dendritic,dendritic,dendritica,dendritic,dendritic,dendritică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11249,neuron bipolare,neuron bipolar,neuron,neuron,neuron,neuron,coșuleț,celulă,eferent,motoneuron,interneuron,conuri,NA,NA,NA,NA,NA
11249,neuron bipolare,neuron bipolar,bipolar,bipolare,bipolar,bipolar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11250,neuron multipolare,neuron multipolar,neuron,neuron,neuron,neuron,coșuleț,celulă,eferent,motoneuron,interneuron,conuri,NA,NA,NA,NA,NA
11250,neuron multipolare,neuron multipolar,multipolară,multipolare,multipolar,multipolar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
