"","term_id","oTerms","referenceTerms","gtLaRoWords","referenceOk","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...","c..............matrice....matrice....matrice............plasmatică...","c..............citoplasmatică....citoplasmatică....citoplasmatică...","c..................................membrană....membrană....membrană...","c..................................celulară....celulară....celulară...","c.............................................................","c..............................................................1","c..............................................................2","c..............................................................3","c..............................................................4","c..............................................................5","c..............................................................6"
"203",10637,"epithelium stratificatum squamosum cornificatum","epiteliu stratificat scuamos keratinizat","epiteliu","epiteliu","epithelium","epiteliu","epiteliu","stratificat","pavimentos","cheratinizat","","","","","","","",""
"204",10637,"epithelium stratificatum squamosum cornificatum","epiteliu stratificat scuamos keratinizat","stratificatum","stratificat","stratificatum","stratificat","epiteliu","stratificat","pavimentos","cheratinizat","","","","","","","",""
"205",10637,"epithelium stratificatum squamosum cornificatum","epiteliu stratificat scuamos keratinizat","solzos","scuamos","squamosum","epiteliu","epiteliu","stratificat","pavimentos","cheratinizat","","","","","","","",""
"206",10637,"epithelium stratificatum squamosum cornificatum","epiteliu stratificat scuamos keratinizat","cornificatum","keratinizat","cornificatum","stratificat","epiteliu","stratificat","pavimentos","cheratinizat","","","","","","","",""
"207",10638,"epithelium stratificatum cuboideum","epiteliu stratificat cubic","epiteliu","epiteliu","epithelium","epiteliu","epiteliu","stratificat","cubic","","","","","","","","",""
"208",10638,"epithelium stratificatum cuboideum","epiteliu stratificat cubic","stratificatum","stratificat","stratificatum","stratificat","epiteliu","stratificat","cubic","","","","","","","","",""
"209",10638,"epithelium stratificatum cuboideum","epiteliu stratificat cubic","cuboideum","cubic","cuboideum","cubic","epiteliu","stratificat","cubic","","","","","","","","",""
"210",10639,"epithelium stratificatum columnare","epiteliu stratificat cilindric","epiteliu","epiteliu","epithelium","epiteliu","epiteliu","stratificat","cilindric","","","","","","","","",""
"211",10639,"epithelium stratificatum columnare","epiteliu stratificat cilindric","stratificatum","stratificat","stratificatum","stratificat","epiteliu","stratificat","cilindric","","","","","","","","",""
"212",10639,"epithelium stratificatum columnare","epiteliu stratificat cilindric","în formă de coloană","cilindric","columnare","cilindric","epiteliu","stratificat","cilindric","","","","","","","","",""
"213",10655,"epithelium glandulare","epiteliu glandular","epiteliu","epiteliu","epithelium","epiteliu","epiteliu","glandular","","","","","","","","","",""
"214",10655,"epithelium glandulare","epiteliu glandular","glandular","glandular","glandulare","glandular","epiteliu","glandular","","","","","","","","","",""
"215",10656,"glandula","glandă","glandă","glandă","glandula","glandă","glandă","","","","","","","","","","",""
"216",10658,"secretio apocrina","secreție apocrină","secreție","secreție","secretio","secreție","secreție","apocrină","","","","","","","","","",""
"217",10658,"secretio apocrina","secreție apocrină","apocrina","apocrină","apocrina","apocrină","secreție","apocrină","","","","","","","","","",""
"218",10661,"secretio exocrina","secreție exocrină","secreție","secreție","secretio","secreție","secreție","exocrină","","","","","","","","","",""
"219",10661,"secretio exocrina","secreție exocrină","exocrina","exocrină","exocrina","exocrină","secreție","exocrină","","","","","","","","","",""
"220",10668,"glandula exocrina","glandă exocrină","glandă","glandă","glandula","glandă","glandă","exocrină","","","","","","","","","",""
"221",10668,"glandula exocrina","glandă exocrină","exocrina","exocrină","exocrina","exocrină","glandă","exocrină","","","","","","","","","",""
"222",10670,"epitheliocytus caliciformis","celulă caliciformă","epitheliocytus","celulă","epitheliocytus","celulă","celulă","caliciformă","","","","","","","","","",""
"223",10670,"epitheliocytus caliciformis","celulă caliciformă","caliciformis","caliciformă","caliciformis","caliciformă","celulă","caliciformă","","","","","","","","","",""
"224",10674,"glandula simplex","glandă simplă","glandă","glandă","glandula","glandă","glandă","simplă","","","","","","","","","",""
"225",10674,"glandula simplex","glandă simplă","simplu","simplă","simplex","simplă","glandă","simplă","","","","","","","","","",""
"226",10675,"glandula tubulosa","glandă tubulară","glandă","glandă","glandula","glandă","glandă","tubulară","","","","","","","","","",""
"227",10675,"glandula tubulosa","glandă tubulară","tubular","tubulară","tubulosa","tubulară","glandă","tubulară","","","","","","","","","",""
"228",10676,"glandula tubulosa simplex","glandă tubulară simplă","glandă","glandă","glandula","glandă","glandă","tubulară","simplă","","","","","","","","",""
"229",10676,"glandula tubulosa simplex","glandă tubulară simplă","tubular","tubulară","tubulosa","tubulară","glandă","tubulară","simplă","","","","","","","","",""
"230",10676,"glandula tubulosa simplex","glandă tubulară simplă","simplu","simplă","simplex","simplă","glandă","tubulară","simplă","","","","","","","","",""
"231",10677,"glandula tubulosa ramosa","glandă tubulară ramificată","glandă","glandă","glandula","glandă","glandă","tubulară","ramificată","","","","","","","","",""
"232",10677,"glandula tubulosa ramosa","glandă tubulară ramificată","tubular","tubulară","tubulosa","tubulară","glandă","tubulară","ramificată","","","","","","","","",""
"233",10677,"glandula tubulosa ramosa","glandă tubulară ramificată","branșament","ramificată","ramosa","ramificată","glandă","tubulară","ramificată","","","","","","","","",""
"234",10679,"glandula acinosa","glandă acinară","glandă","glandă","glandula","glandă","glandă","acinară","","","","","","","","","",""
"235",10679,"glandula acinosa","glandă acinară","like","acinară","acinosa","acinară","glandă","acinară","","","","","","","","","",""
"236",10687,"glandula tubuloacinosa composita","glandă tubuloacinară compusă","glandă","glandă","glandula","glandă","glandă","tubuloacinară","compusă","","","","","","","","",""
"237",10687,"glandula tubuloacinosa composita","glandă tubuloacinară compusă","tubuloacinosa","tubuloacinară","tubuloacinosa","tubuloacinară","glandă","tubuloacinară","compusă","","","","","","","","",""
"238",10687,"glandula tubuloacinosa composita","glandă tubuloacinară compusă","compozit","compusă","composita","compusă","glandă","tubuloacinară","compusă","","","","","","","","",""
"239",10704,"acinus","acin","crimă","acin","acinus","acin","acin","","","","","","","","","","",""
"240",10707,"myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","mioepitelială","celulă","mioepitelială","","","","","","","","","",""
"241",10713,"myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","mioepitelială","celulă","mioepitelială","","","","","","","","","",""
"242",10726,"glandula endocrina","glandă endocrină","glandă","glandă","glandula","glandă","glandă","endocrină","","","","","","","","","",""
"243",10726,"glandula endocrina","glandă endocrină","endocrin","endocrină","endocrina","endocrină","glandă","endocrină","","","","","","","","","",""
"244",10735,"fibroblastus","fibroblast","fibroblaste","fibroblast","fibroblastus","fibroblast","fibroblast","","","","","","","","","","",""
"245",10736,"fibrocytus","fibrocit","fibrocytus","fibrocit","fibrocytus","fibrocit","fibrocit","","","","","","","","","","",""
"246",10738,"adipocytus","adipocit","adipocytus","adipocit","adipocytus","adipocit","celulă","adipoasă","adipocit","","","","","","","","",""
"247",10739,"plasmocytus","plasmocit","plasmocytus","plasmocit","plasmocytus","plasmocit","plasmocit","","","","","","","","","","",""
"248",10742,"macrophagocytus","macrofag","macrophagocytus","macrofag","macrophagocytus","macrofag","macrofag","","","","","","","","","","",""
"249",10747,"mastocytus","mastocit","mastocytus","mastocit","mastocytus","mastocit","mastocit","","","","","","","","","","",""
"250",10750,"myofibroblastus","miofibroblast","myofibroblastus","miofibroblast","myofibroblastus","miofibroblast","miofibroblast","","","","","","","","","","",""
"251",10751,"cellula pigmentata","celulă pigmentară","celulă","celulă","cellula","celulă","celulă","pigmentară","","","","","","","","","",""
"252",10751,"cellula pigmentata","celulă pigmentară","pigmentat","pigmentară","pigmentata","pigmentară","celulă","pigmentară","","","","","","","","","",""
"253",10753,"melanocytus","melanocit","melanocite","melanocit","melanocytus","melanocit","melanocit","","","","","","","","","","",""
"254",10754,"matrix extracellularis","matrice extracelulară","matrice","matrice","matrix","matrice","matrice","extracelulară","","","","","","","","","",""
"255",10754,"matrix extracellularis","matrice extracelulară","extracelular","extracelulară","extracellularis","extracelulară","matrice","extracelulară","","","","","","","","","",""
"256",10756,"glycosaminoglycanum","glicozaminoglican","glicozaminoglicani","glicozaminoglican","glycosaminoglycanum","glicozaminoglican","glicozaminoglican","","","","","","","","","","",""
"257",10758,"proteoglycanum","proteoglican","proteoglycanum","proteoglican","proteoglycanum","proteoglican","proteoglican","","","","","","","","","","",""
"258",10759,"collagenum","colagen","colagenul","colagen","collagenum","colagen","colagen","","","","","","","","","","",""
"259",10760,"procollagenum","procolagen","procollagenum","procolagen","procollagenum","procolagen","procolagen","","","","","","","","","","",""
"260",10762,"fasciculus collageni","fascicul de colagen","fișier","fascicul","fasciculus","fascicul","fascicul","de","colagen","","","","","","","","",""
"261",10762,"fasciculus collageni","fascicul de colagen","colagenul","de colagen","collageni","colagen","fascicul","de","colagen","","","","","","","","",""
"262",10763,"fibra collageni","fibră de colagen","fibră","fibră","fibra","fibră","fibră","de","colagen","","","","","","","","",""
"263",10763,"fibra collageni","fibră de colagen","colagenul","de colagen","collageni","colagen","fibră","de","colagen","","","","","","","","",""
"264",10765,"tropocollagenum","tropocolagen","tropocollagenum","tropocolagen","tropocollagenum","tropocolagen","tropocolagen","","","","","","","","","","",""
"265",10769,"fibra elastica","fibră elastică","fibră","fibră","fibra","fibră","fibră","elastică","","","","","","","","","",""
"266",10769,"fibra elastica","fibră elastică","elastic","elastică","elastica","elastică","fibră","elastică","","","","","","","","","",""
"267",10776,"elastinum","elastină","elastina","elastină","elastinum","elastină","elastină","","","","","","","","","","",""
"268",10784,"textus connectivus laxus","țesut conjunctiv lax","text","țesut","textus","țesut","țesut","conjunctiv","lax","","","","","","","","",""
"269",10784,"textus connectivus laxus","țesut conjunctiv lax","conjunctiv","conjunctiv","connectivus","conjunctiv","țesut","conjunctiv","lax","","","","","","","","",""
"270",10784,"textus connectivus laxus","țesut conjunctiv lax","mai târziu","lax","laxus","lax","țesut","conjunctiv","lax","","","","","","","","",""
"271",10785,"textus connectivus compactus","țesut conjunctiv dens","text","țesut","textus","țesut","țesut","conjunctiv","dens","","","","","","","","",""
"272",10785,"textus connectivus compactus","țesut conjunctiv dens","conjunctiv","conjunctiv","connectivus","conjunctiv","țesut","conjunctiv","dens","","","","","","","","",""
"273",10785,"textus connectivus compactus","țesut conjunctiv dens","cd","dens","compactus","dens","țesut","conjunctiv","dens","","","","","","","","",""
"274",10793,"ligamenta","ligamente","legături","ligamente","ligamenta","ligamente","ligamente","","","","","","","","","","",""
"275",10800,"textus adiposus","țesut adipos","text","țesut","textus","țesut","țesut","adipos","","","","","","","","","",""
"276",10800,"textus adiposus","țesut adipos","gras","adipos","adiposus","adipos","țesut","adipos","","","","","","","","","",""
"277",10807,"chondrocytus","condrocit","chondrocytus","condrocit","chondrocytus","condrocit","condrocit","","","","","","","","","","",""
"278",10817,"fibra collageni","fibră de colagen","fibră","fibră","fibra","fibră","fibră","de","colagen","","","","","","","","",""
"279",10817,"fibra collageni","fibră de colagen","colagenul","de colagen","collageni","colagen","fibră","de","colagen","","","","","","","","",""
"280",10829,"cartilago elastica","cartilaj elastic","cartilaj","cartilaj","cartilago","cartilaj","cartilaj","elastic","","","","","","","","","",""
"281",10829,"cartilago elastica","cartilaj elastic","elastic","elastic","elastica","elastic","cartilaj","elastic","","","","","","","","","",""
"282",10830,"perichondrium","pericondru","perichondrium","pericondru","perichondrium","pericondru","pericondru","","","","","","","","","","",""
"283",10839,"textus osseus","țesut osos","text","țesut","textus","țesut","țesut","osos","","","","","","","","","",""
"284",10839,"textus osseus","țesut osos","schelet","osos","osseus","osos","țesut","osos","","","","","","","","","",""
"285",10843,"osteocytus","osteocit","osteocytus","osteocit","osteocytus","osteocit","osteocit","","","","","","","","","","",""
"286",10845,"osteoclastus","osteoclast","osteoclastus","osteoclast","osteoclastus","osteoclast","osteoclast","","","","","","","","","","",""
"287",10863,"periosteum","periost","periost","periost","periosteum","periost","periost","","","","","","","","","","",""
"288",10869,"endosteum","endost","endosteum","endost","endosteum","endost","endost","","","","","","","","","","",""
"289",10902,"ossificatio","osificare","osificare","osificare","ossificatio","osificare","osificare","","","","","","","","","","",""
"290",10941,"haemocyti","celule sanguine","haemocyti","celule sanguine","haemocyti","celule","celule","sanguine","","","","","","","","","",""
"291",10942,"erythrocytus","eritrocit","erythrocytus","eritrocit","erythrocytus","eritrocit","eritrocit","globulă","roșie","","","","","","","","",""
"292",10947,"anisocytosis","anizocitoză","anizocitoză","anizocitoză","anisocytosis","anizocitoză","anizocitoză","","","","","","","","","","",""
"293",10956,"leucocytus","leucocit","premoniție","leucocit","leucocytus","leucocit","leucocit","globulă","albă","","","","","","","","",""
"294",10957,"lymphocytus","limfocit","limfocite","limfocit","lymphocytus","limfocit","limfocit","","","","","","","","","","",""
"295",10958,"granulum azurophilum","granulă azurofilă","granulă","granulă","granulum","granulă","granulă","azurofilă","","","","","","","","","",""
"296",10958,"granulum azurophilum","granulă azurofilă","azurophilum","azurofilă","azurophilum","azurofilă","granulă","azurofilă","","","","","","","","","",""
"297",10961,"lymphocytus b","limfocit B","limfocite","limfocit","lymphocytus","limfocit","limfocit","B","","","","","","","","","",""
"298",10961,"lymphocytus b","limfocit B","b","b","b","B","limfocit","B","","","","","","","","","",""
"299",10964,"lymphocytus t","limfocit T","limfocite","limfocit","lymphocytus","limfocit","limfocit","T","","","","","","","","","",""
"300",10964,"lymphocytus t","limfocit T","t","t","t","T","limfocit","T","","","","","","","","","",""
"301",10970,"monocytus","monocit","monocytus","monocit","monocytus","monocit","monocit","","","","","","","","","","",""
"302",10973,"granulocytus neutrophilus","neutrofil","granulocytus","","granulocytus","leucocit","neutrofil","leucocit","neutrofil","","","","","","","","",""
"303",10973,"granulocytus neutrophilus","neutrofil","neutrofile","neutrofil","neutrophilus","neutrofil","neutrofil","leucocit","neutrofil","","","","","","","","",""
"304",10973,"neutrophilus","neutrofil","neutrofile","neutrofil","neutrophilus","neutrofil","neutrofil","leucocit","neutrofil","","","","","","","","",""
"305",10973,"granulocytus neutrophilus segmentonuclearis","neutrofil","granulocytus","","granulocytus","leucocit","neutrofil","leucocit","neutrofil","","","","","","","","",""
"306",10973,"granulocytus neutrophilus segmentonuclearis","neutrofil","neutrofile","neutrofil","neutrophilus","neutrofil","neutrofil","leucocit","neutrofil","","","","","","","","",""
"307",10973,"granulocytus neutrophilus segmentonuclearis","neutrofil","segmentonuclearis","","segmentonuclearis","leucocit","neutrofil","leucocit","neutrofil","","","","","","","","",""
"308",10980,"granulocytus acidophilus","eozinofil","granulocytus","","granulocytus","eozinofil","eozinofil","","","","","","","","","","",""
"309",10980,"granulocytus acidophilus","eozinofil","acidophilus","","acidophilus","eozinofil","eozinofil","","","","","","","","","","",""
"310",10980,"eosinophilus","eozinofil","eozinofile","eozinofil","eosinophilus","eozinofil","eozinofil","","","","","","","","","","",""
"311",10990,"thrombocytus","trombocit","thrombocytus","trombocit","thrombocytus","trombocit","plachetă","trombocit","","","","","","","","","",""
"312",11000,"plasma","plasmă","plasma","plasmă","plasma","plasmă","plasmă","","","","","","","","","","",""
"313",11003,"chylomicron","chilomicron","chylomicron","chilomicron","chylomicron","chilomicron","chilomicron","","","","","","","","","","",""
"314",11033,"sinusoideus","sinusoid","sinusoideus","sinusoid","sinusoideus","sinusoid","sinusoid","","","","","","","","","","",""
"315",11033,"sinus venularis","sinusoid","golf","","sinus","sinusoid","sinusoid","","","","","","","","","","",""
"316",11033,"sinus venularis","sinusoid","venularis","","venularis","sinusoid","sinusoid","","","","","","","","","","",""
"317",11036,"erythroblastus","eritroblast","erythroblastus","eritroblast","erythroblastus","eritroblast","eritroblast","","","","","","","","","","",""
"318",11042,"myeloblastus","mieloblast","myeloblastus","mieloblast","myeloblastus","mieloblast","mieloblast","","","","","","","","","","",""
"319",11044,"myelocytus","mielocit","myelocytus","mielocit","myelocytus","mielocit","mielocit","","","","","","","","","","",""
"320",11057,"megakaryocytus","megakariocit","megakaryocytus","megakariocit","megakaryocytus","megacariocit","megacariocit","","","","","","","","","","",""
"321",11075,"medulla ossium","măduvă osoasă","măduvă","măduvă","medulla","măduvă","măduvă","osoasă","","","","","","","","","",""
"322",11075,"medulla ossium","măduvă osoasă","os","osoasă","ossium","osoasă","măduvă","osoasă","","","","","","","","","",""
"323",11078,"medulla ossium rubra","măduvă osoasă hematogenă","măduvă","măduvă","medulla","măduvă","măduvă","osoasă","hematogenă","măduvă","osoasă","roşie","","","","","",""
"324",11078,"medulla ossium rubra","măduvă osoasă hematogenă","os","osoasă","ossium","osoasă","măduvă","osoasă","hematogenă","măduvă","osoasă","roşie","","","","","",""
"325",11078,"medulla ossium rubra","măduvă osoasă hematogenă","roșu","hematogenă","rubra","roşie","măduvă","osoasă","hematogenă","măduvă","osoasă","roşie","","","","","",""
"326",11083,"myocytus","celulă musculară","myocytes","celulă musculară","myocytus","celulă","celulă","musculară","","","","","","","","","",""
"327",11087,"myofilamentum","miofilament","myofilamentum","miofilament","myofilamentum","miofilament","miofilament","","","","","","","","","","",""
"328",11088,"myofibrilla","miofibrilă","myofibrilla","miofibrilă","myofibrilla","miofibrilă","miofibrilă","","","","","","","","","","",""
"329",11089,"sarcomerum","sarcomer","sarcom","sarcomer","sarcomerum","sarcomer","sarcomer","","","","","","","","","","",""
"330",11089,"myomerum","sarcomer","miom","","myomerum","sarcomer","sarcomer","","","","","","","","","","",""
"331",11092,"actinum","actină","actina","actină","actinum","actină","actină","","","","","","","","","","",""
"332",11099,"desminum","desmină","desminum","desmină","desminum","desmină","desmină","scheletină","","","","","","","","","",""
"333",11108,"tropomyosinum","tropomiozină","tropomyosinum","tropomiozină","tropomyosinum","tropomiozină","tropomiozină","","","","","","","","","","",""
"334",11125,"myofilamentum","miofilament","myofilamentum","miofilament","myofilamentum","miofilament","miofilament","","","","","","","","","","",""
"335",11168,"macula adhaerens","desmozom","punct","","macula","macula","desmozom","macula","adherens","","","","","","","","",""
"336",11168,"macula adhaerens","desmozom","aderare","","adhaerens","adherens","desmozom","macula","adherens","","","","","","","","",""
"337",11168,"desmosoma","desmozom","desmosoma","desmozom","desmosoma","desmozom","desmozom","macula","adherens","","","","","","","","",""
"338",11188,"myoblastus","mioblast","myoblastus","mioblast","myoblastus","mioblast","mioblast","","","","","","","","","","",""
"339",11193,"textus nervosus","țesut nervos","text","țesut","textus","țesut","țesut","nervos","","","","","","","","","",""
"340",11193,"textus nervosus","țesut nervos","puternic","nervos","nervosus","nervos","țesut","nervos","","","","","","","","","",""
"341",11194,"axolemma","axolemă","axolemma","axolemă","axolemma","axolemă","axolemă","","","","","","","","","","",""
"342",11195,"neuron","neuron","neuron","neuron","neuron","neuron","neuron","","","","","","","","","","",""
"343",11197,"axolemma","axolemă","axolemma","axolemă","axolemma","axolemă","axolemă","","","","","","","","","","",""
"344",11198,"perikaryon","corp neuronal","perikaryon","","perikaryon","pericarion","pericarion","corp","neuronal","corp","celular","","","","","","",""
"345",11198,"neurosoma","corp neuronal","neurosoma","","neurosoma","neuronal","pericarion","corp","neuronal","corp","celular","","","","","","",""
"346",11198,"soma","corp neuronal","soma","","soma","neuronal","pericarion","corp","neuronal","corp","celular","","","","","","",""
"347",11198,"corpus neuronis","corp neuronal","corp","corp","corpus","corp","pericarion","corp","neuronal","corp","celular","","","","","","",""
"348",11198,"corpus neuronis","corp neuronal","neuron","neuronal","neuronis","neuronal","pericarion","corp","neuronal","corp","celular","","","","","","",""
"349",11201,"neurofibrilla","neurofibrilă","neurofibrilla","neurofibrilă","neurofibrilla","neurofibrilă","neurofibrilă","","","","","","","","","","",""
"350",11204,"neurofibra","fibră nervoasă","neurofibra","fibră nervoasă","neurofibra","fibră","fibră","nervoasă","","","","","","","","","",""
"351",11209,"neurofibra sensoria","fibră nervoasă senzitivă","neurofibra","fibră nervoasă","neurofibra","fibră","fibră","nervoasă","senzitivă","","","","","","","","",""
"352",11209,"neurofibra sensoria","fibră nervoasă senzitivă","senzorial","senzitivă","sensoria","senzitivă","fibră","nervoasă","senzitivă","","","","","","","","",""
"353",11210,"neurofibra afferens","fibră nervoasă aferentă","neurofibra","fibră nervoasă","neurofibra","fibră","fibră","nervoasă","aferentă","","","","","","","","",""
"354",11210,"neurofibra afferens","fibră nervoasă aferentă","aducere","aferentă","afferens","aferentă","fibră","nervoasă","aferentă","","","","","","","","",""
"355",11211,"neurofibra efferens","fibră nervoasă eferentă","neurofibra","fibră nervoasă","neurofibra","fibră","fibră","nervoasă","eferentă","","","","","","","","",""
"356",11211,"neurofibra efferens","fibră nervoasă eferentă","subliniază","eferentă","efferens","eferentă","fibră","nervoasă","eferentă","","","","","","","","",""
"357",11214,"axon","axon","axon","axon","axon","axon","axon","","","","","","","","","","",""
"358",11215,"axoplasma","axoplasmă","axoplasma","axoplasmă","axoplasma","axoplasmă","axoplasmă","","","","","","","","","","",""
"359",11222,"telodendron","arborizație terminală","telodendron","arborizație terminală","telodendron","arborizație","arborizație","terminală","ramificație","terminală","","","","","","","",""
"360",11235,"gemmula dendritica","spin dendritic","concert","spin","gemmula","spin","spin","dendritic","","","","","","","","","",""
"361",11235,"gemmula dendritica","spin dendritic","dendritic","dendritic","dendritica","dendritic","spin","dendritic","","","","","","","","","",""
"362",11249,"neuron bipolare","neuron bipolar","neuron","neuron","neuron","neuron","neuron","bipolar","","","","","","","","","",""
"363",11249,"neuron bipolare","neuron bipolar","bipolar","bipolar","bipolare","bipolar","neuron","bipolar","","","","","","","","","",""
"364",11250,"neuron multipolare","neuron multipolar","neuron","neuron","neuron","neuron","neuron","multipolar","","","","","","","","","",""
"365",11250,"neuron multipolare","neuron multipolar","multipolară","multipolar","multipolare","multipolar","neuron","multipolar","","","","","","","","","",""
"366",11254,"motoneuron","neuron motor","motoneuron","neuron motor","motoneuron","neuron","neuron","motor","neuron","eferent","","","","","","","",""
"367",11254,"neuron motorium","neuron motor","neuron","neuron","neuron","neuron","neuron","motor","neuron","eferent","","","","","","","",""
"368",11254,"neuron motorium","neuron motor","motor","motor","motorium","motor","neuron","motor","neuron","eferent","","","","","","","",""
"369",11260,"interneuron","interneuron","interneuron","interneuron","interneuron","interneuron","interneuron","","","","","","","","","","",""
"370",11260,"neuron internuntiale","interneuron","neuron","","neuron","interneuron","interneuron","","","","","","","","","","",""
"371",11260,"neuron internuntiale","interneuron","internuntiale","","internuntiale","interneuron","interneuron","","","","","","","","","","",""
"372",11269,"terminationes neurales","terminații nervoase","terminale","terminații","terminationes","terminații","terminații","nervoase","","","","","","","","","",""
"373",11269,"terminationes neurales","terminații nervoase","neural","nervoase","neurales","nervoase","terminații","nervoase","","","","","","","","","",""
"374",11272,"synapsis axodendritica","sinapsă axodendritică","sinapselor","sinapsă","synapsis","sinapsă","sinapsă","axodendritică","","","","","","","","","",""
"375",11272,"synapsis axodendritica","sinapsă axodendritică","axodendritica","axodendritică","axodendritica","axodendritică","sinapsă","axodendritică","","","","","","","","","",""
"376",11276,"synapsis axosomatica","sinapsă axosomatică","sinapselor","sinapsă","synapsis","sinapsă","sinapsă","axosomatică","","","","","","","","","",""
"377",11276,"synapsis axosomatica","sinapsă axosomatică","axosomatica","axosomatică","axosomatica","axosomatică","sinapsă","axosomatică","","","","","","","","","",""
"378",11282,"receptor","receptor","receptor","receptor","receptor","receptor","receptor","","","","","","","","","","",""
"379",11299,"neuroglia","nevroglii","neuroglia","nevroglii","neuroglia","nevroglii","celule","neurogliale","celule","gliale","nevroglii","","","","","","",""
"380",11300,"synapsis","sinapsă","sinapselor","sinapsă","synapsis","sinapsă","sinapsă","","","","","","","","","","",""
"381",11305,"microglia","microglie","microglia","microglie","microglia","microglie","microglie","","","","","","","","","","",""
"382",11306,"vesicula synaptica","veziculă sinaptică","vezicii biliare","veziculă","vesicula","veziculă","veziculă","sinaptică","","","","","","","","","",""
"383",11306,"vesicula synaptica","veziculă sinaptică","synaptic","sinaptică","synaptica","sinaptică","veziculă","sinaptică","","","","","","","","","",""
"384",11306,"vesicula presynaptica","veziculă sinaptică","vezicii biliare","veziculă","vesicula","veziculă","veziculă","sinaptică","","","","","","","","","",""
"385",11306,"vesicula presynaptica","veziculă sinaptică","presynaptica","","presynaptica","sinaptică","veziculă","sinaptică","","","","","","","","","",""
"386",11308,"gliocytus","celulă glială","gliocytus","celulă glială","gliocytus","celulă","celulă","glială","","","","","","","","","",""
"387",11310,"neurotransmittens","neurotransmițător","neurotransmittens","neurotransmițător","neurotransmittens","neurotransmițător","neurotransmițător","","","","","","","","","","",""
"388",11325,"pars postsynaptica","componentă postsinaptică","de","componentă","pars","componentă","componentă","postsinaptică","","","","","","","","","",""
"389",11325,"pars postsynaptica","componentă postsinaptică","postsynaptica","postsinaptică","postsynaptica","postsinaptică","componentă","postsinaptică","","","","","","","","","",""
"390",11339,"ependymocytus","celulă ependimară","ependymocytus","celulă ependimară","ependymocytus","ependimară","celulă","ependimară","","","","","","","","","",""
"391",11346,"astrocytus","astrocit","astrocytus","astrocit","astrocytus","astrocit","astrocit","","","","","","","","","","",""
"392",11348,"astrocytus protoplasmicus","astrocit protoplasmatic","astrocytus","astrocit","astrocytus","astrocit","astrocit","protoplasmic","","","","","","","","","",""
"393",11348,"astrocytus protoplasmicus","astrocit protoplasmatic","protoplasmic","protoplasmatic","protoplasmicus","protoplasmic","astrocit","protoplasmic","","","","","","","","","",""
"394",11350,"astrocytus fibrosus","astrocit fibros","astrocytus","astrocit","astrocytus","astrocit","astrocit","fibros","","","","","","","","","",""
"395",11350,"astrocytus fibrosus","astrocit fibros","fibros","fibros","fibrosus","fibros","astrocit","fibros","","","","","","","","","",""
"396",11357,"oligodendrocytus","oligodendrocit","oligodendrocytus","oligodendrocit","oligodendrocytus","oligodendrocit","oligodendrocit","","","","","","","","","","",""
"397",11367,"gliocytus ganglionaris","celulă satelită","gliocytus","celulă","gliocytus","celulă","celulă","satelită","","","","","","","","","",""
"398",11367,"gliocytus ganglionaris","celulă satelită","ganglionaris","satelită","ganglionaris","satelită","celulă","satelită","","","","","","","","","",""
"399",11370,"schwannocytus","celulă Schwann","schwannocytus","celulă schwann","schwannocytus","Schwann","celulă","Schwann","","","","","","","","","",""
"400",11370,"neurolemmocytus","celulă Schwann","neurolemmocytus","","neurolemmocytus","celulă","celulă","Schwann","","","","","","","","","",""
"401",11378,"mesaxon","mezaxon","mesaxon","mezaxon","mesaxon","mezaxon","mezaxon","","","","","","","","","","",""
"402",11382,"stratum myelini","teacă de mielină","pat","teacă","stratum","teacă","teacă","de","mielină","","","","","","","","",""
"403",11382,"stratum myelini","teacă de mielină","mielina","de mielină","myelini","mielină","teacă","de","mielină","","","","","","","","",""
"404",11389,"incisura myelini","incizură Schmidt-Lanterman","nick","incizură","incisura","fantă","fantă","Schmidt-Lanterman","","","","","","","","","",""
"405",11389,"incisura myelini","incizură Schmidt-Lanterman","mielina","schmidt-lanterman","myelini","Schmidt-Lanterman","fantă","Schmidt-Lanterman","","","","","","","","","",""
"406",11390,"nodus interruptionis myelini","nod Ranvier","nodul","nod","nodus","nod","nod","Ranvier","","","","","","","","","",""
"407",11390,"nodus interruptionis myelini","nod Ranvier","întrerupere","ranvier","interruptionis","nod","nod","Ranvier","","","","","","","","","",""
"408",11390,"nodus interruptionis myelini","nod Ranvier","mielina","","myelini","nod","nod","Ranvier","","","","","","","","","",""
"409",11408,"juncturae","articulații","cuplare","articulații","juncturae","articulații","articulații","","","","","","","","","","",""
"410",11436,"nucleus pulposus","nucleu pulpos","nucleu","nucleu","nucleus","nucleu","nucleu","pulpos","","","","","","","","","",""
"411",11436,"nucleus pulposus","nucleu pulpos","moale","pulpos","pulposus","pulpos","nucleu","pulpos","","","","","","","","","",""
"412",11477,"fusus neuromuscularis","fus neuromuscular","vărsa","fus","fusus","fus","fus","muscular","","","","","","","","","",""
"413",11477,"fusus neuromuscularis","fus neuromuscular","neuromusculare","neuromuscular","neuromuscularis","muscular","fus","muscular","","","","","","","","","",""
