"","term_id","oTerms","nTerms","base","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...","c..............................................multinucleată...","c......................................................primordială...","c.............................................................","c..............................................................1"
"266",10769,"fibra elastica","fibră elastică","elastic","elastica","elastică","fibră","elastică","","",""
"267",10776,"elastinum","elastină","elastina","elastinum","elastină","elastină","","","",""
"268",10784,"textus connectivus laxus","țesut conjunctiv lax","text","textus","","țesut","conjunctiv","lax","",""
"269",10784,"textus connectivus laxus","țesut conjunctiv lax","conjunctiv","connectivus","conjunctiv","țesut","conjunctiv","lax","",""
"270",10784,"textus connectivus laxus","țesut conjunctiv lax","mai târziu","laxus","","țesut","conjunctiv","lax","",""
"271",10785,"textus connectivus compactus","țesut conjunctiv dens","text","textus","","țesut","conjunctiv","dens","",""
"272",10785,"textus connectivus compactus","țesut conjunctiv dens","conjunctiv","connectivus","conjunctiv","țesut","conjunctiv","dens","",""
"273",10785,"textus connectivus compactus","țesut conjunctiv dens","cd","compactus","dens","țesut","conjunctiv","dens","",""
"274",10793,"ligamenta","ligamente","legături","ligamenta","","ligamente","","","",""
"275",10800,"textus adiposus","țesut adipos","text","textus","","țesut","adipos","","",""
"276",10800,"textus adiposus","țesut adipos","gras","adiposus","","țesut","adipos","","",""
"277",10807,"chondrocytus","condrocit","chondrocytus","chondrocytus","condrocit","condrocit","","","",""
"278",10817,"fibra collageni","fibră de colagen","fibră","fibra","fibră","fibră","de","colagen","",""
"279",10817,"fibra collageni","fibră de colagen","colagenul","collageni","colagen","fibră","de","colagen","",""
"280",10829,"cartilago elastica","cartilaj elastic","cartilaj","cartilago","cartilaj","cartilaj","elastic","","",""
"281",10829,"cartilago elastica","cartilaj elastic","elastic","elastica","elastic","cartilaj","elastic","","",""
"282",10830,"perichondrium","pericondru","perichondrium","perichondrium","pericondru","pericondru","","","",""
"283",10839,"textus osseus","țesut osos","text","textus","","țesut","osos","","",""
"284",10839,"textus osseus","țesut osos","schelet","osseus","","țesut","osos","","",""
"285",10843,"osteocytus","osteocit","osteocytus","osteocytus","osteocit","osteocit","","","",""
"286",10845,"osteoclastus","osteoclast","osteoclastus","osteoclastus","osteoclast","osteoclast","","","",""
"287",10863,"periosteum","periost","periost","periosteum","periost","periost","","","",""
"288",10869,"endosteum","endost","endosteum","endosteum","endost","endost","","","",""
"289",10902,"ossificatio","osificare","osificare","ossificatio","osificare","osificare","","","",""
"290",10941,"haemocyti","celule sanguine","haemocyti","haemocyti","","celule","sanguine","","",""
"291",10942,"erythrocytus","eritrocit","erythrocytus","erythrocytus","eritrocit","eritrocit","","","",""
"292",10947,"anisocytosis","anizocitoză","anizocitoză","anisocytosis","anizocitoză","anizocitoză","","","",""
"293",10956,"leucocytus","leucocit","premoniție","leucocytus","","leucocit","","","",""
"294",10957,"lymphocytus","limfocit","limfocite","lymphocytus","limfocit","limfocit","","","",""
"295",10958,"granulum azurophilum","granulă azurofilă","granulă","granulum","azurofilă","granulă","azurofilă","","",""
"296",10958,"granulum azurophilum","granulă azurofilă","azurophilum","azurophilum","azurofilă","granulă","azurofilă","","",""
"297",10961,"lymphocytus b","limfocit B","limfocite","lymphocytus","limfocit","limfocit","B","","",""
"298",10961,"lymphocytus b","limfocit B","b","b","","limfocit","B","","",""
"299",10964,"lymphocytus t","limfocit T","limfocite","lymphocytus","limfocit","limfocit","T","","",""
"300",10964,"lymphocytus t","limfocit T","t","t","","limfocit","T","","",""
"301",10970,"monocytus","monocit","monocytus","monocytus","monocit","monocit","","","",""
"302",10973,"granulocytus neutrophilus","neutrofil","granulocytus","granulocytus","","neutrofil","","","",""
"303",10973,"granulocytus neutrophilus","neutrofil","neutrofile","neutrophilus","neutrofil","neutrofil","","","",""
"304",10973,"neutrophilus","neutrofil","neutrofile","neutrophilus","neutrofil","neutrofil","","","",""
"305",10973,"granulocytus neutrophilus segmentonuclearis","neutrofil","granulocytus","granulocytus","","neutrofil","","","",""
"306",10973,"granulocytus neutrophilus segmentonuclearis","neutrofil","neutrofile","neutrophilus","neutrofil","neutrofil","","","",""
"307",10973,"granulocytus neutrophilus segmentonuclearis","neutrofil","segmentonuclearis","segmentonuclearis","","neutrofil","","","",""
"308",10980,"granulocytus acidophilus","eozinofil","granulocytus","granulocytus","","eozinofil","","","",""
"309",10980,"granulocytus acidophilus","eozinofil","acidophilus","acidophilus","","eozinofil","","","",""
"310",10980,"eosinophilus","eozinofil","eozinofile","eosinophilus","eozinofil","eozinofil","","","",""
"311",10990,"thrombocytus","trombocit","thrombocytus","thrombocytus","trombocit","trombocit","","","",""
"312",11000,"plasma","plasmă","plasma","plasma","plasmă","plasmă","","","",""
"313",11003,"chylomicron","chilomicron","chylomicron","chylomicron","chilomicron","chilomicron","","","",""
"314",11033,"sinusoideus","sinusoid","sinusoideus","sinusoideus","sinusoid","sinusoid","","","",""
"315",11033,"sinus venularis","sinusoid","golf","sinus","","sinusoid","","","",""
"316",11033,"sinus venularis","sinusoid","venularis","venularis","","sinusoid","","","",""
"317",11036,"erythroblastus","eritroblast","erythroblastus","erythroblastus","eritroblast","eritroblast","","","",""
"318",11042,"myeloblastus","mieloblast","myeloblastus","myeloblastus","mieloblast","mieloblast","","","",""
"319",11044,"myelocytus","mielocit","myelocytus","myelocytus","mielocit","mielocit","","","",""
"320",11057,"megakaryocytus","megakariocit","megakaryocytus","megakaryocytus","megakariocit","megakariocit","","","",""
"321",11075,"medulla ossium","măduvă osoasă","măduvă","medulla","măduvă","măduvă","osoasă","","",""
"322",11075,"medulla ossium","măduvă osoasă","os","ossium","osoasă","măduvă","osoasă","","",""
"323",11078,"medulla ossium rubra","măduvă osoasă hematogenă","măduvă","medulla","măduvă","măduvă","osoasă","hematogenă","",""
"324",11078,"medulla ossium rubra","măduvă osoasă hematogenă","os","ossium","hematogenă","măduvă","osoasă","hematogenă","",""
"325",11078,"medulla ossium rubra","măduvă osoasă hematogenă","roșu","rubra","","măduvă","osoasă","hematogenă","",""
"326",11083,"myocytus","celulă musculară","myocytes","myocytus","","celulă","musculară","","",""
"327",11087,"myofilamentum","miofilament","myofilamentum","myofilamentum","miofilament","miofilament","","","",""
"328",11088,"myofibrilla","miofibrilă","myofibrilla","myofibrilla","miofibrilă","miofibrilă","","","",""
"329",11089,"sarcomerum","sarcomer","sarcom","sarcomerum","sarcomer","sarcomer","","","",""
"330",11089,"myomerum","sarcomer","miom","myomerum","sarcomer","sarcomer","","","",""
"331",11092,"actinum","actină","actina","actinum","actină","actină","","","",""
"332",11099,"desminum","desmină","desminum","desminum","desmină","desmină","","","",""
"333",11108,"tropomyosinum","tropomiozină","tropomyosinum","tropomyosinum","tropomiozină","tropomiozină","","","",""
"334",11125,"myofilamentum","miofilament","myofilamentum","myofilamentum","miofilament","miofilament","","","",""
"335",11168,"macula adhaerens","desmozom","punct","macula","","desmozom","","","",""
"336",11168,"macula adhaerens","desmozom","aderare","adhaerens","","desmozom","","","",""
"337",11168,"desmosoma","desmozom","desmosoma","desmosoma","desmozom","desmozom","","","",""
"338",11188,"myoblastus","mioblast","myoblastus","myoblastus","mioblast","mioblast","","","",""
"339",11193,"textus nervosus","țesut nervos","text","textus","","țesut","nervos","","",""
"340",11193,"textus nervosus","țesut nervos","puternic","nervosus","","țesut","nervos","","",""
"341",11194,"axolemma","axolemă","axolemma","axolemma","axolemă","axolemă","","","",""
"342",11195,"neuron","neuron","neuron","neuron","neuron","neuron","","","",""
"343",11197,"axolemma","axolemă","axolemma","axolemma","axolemă","axolemă","","","",""
"344",11198,"perikaryon","corp neuronal","perikaryon","perikaryon","","corp","neuronal","","",""
"345",11198,"neurosoma","corp neuronal","neurosoma","neurosoma","neuronal","corp","neuronal","","",""
"346",11198,"soma","corp neuronal","soma","soma","neuronal","corp","neuronal","","",""
"347",11198,"corpus neuronis","corp neuronal","corp","corpus","corp","corp","neuronal","","",""
"348",11198,"corpus neuronis","corp neuronal","neuron","neuronis","neuronal","corp","neuronal","","",""
"349",11201,"neurofibrilla","neurofibrilă","neurofibrilla","neurofibrilla","neurofibrilă","neurofibrilă","","","",""
"350",11204,"neurofibra","fibră nervoasă","neurofibra","neurofibra","","fibră","nervoasă","","",""
"351",11209,"neurofibra sensoria","fibră nervoasă senzitivă","neurofibra","neurofibra","","fibră","nervoasă","senzitivă","",""
"352",11209,"neurofibra sensoria","fibră nervoasă senzitivă","senzorial","sensoria","senzitivă","fibră","nervoasă","senzitivă","",""
"353",11210,"neurofibra afferens","fibră nervoasă aferentă","neurofibra","neurofibra","","fibră","nervoasă","aferentă","",""
"354",11210,"neurofibra afferens","fibră nervoasă aferentă","aducere","afferens","aferentă","fibră","nervoasă","aferentă","",""
"355",11211,"neurofibra efferens","fibră nervoasă eferentă","neurofibra","neurofibra","","fibră","nervoasă","eferentă","",""
"356",11211,"neurofibra efferens","fibră nervoasă eferentă","subliniază","efferens","","fibră","nervoasă","eferentă","",""
"357",11214,"axon","axon","axon","axon","axon","axon","","","",""
"358",11215,"axoplasma","axoplasmă","axoplasma","axoplasma","axoplasmă","axoplasmă","","","",""
"359",11222,"telodendron","arborizație terminală","telodendron","telodendron","","arborizație","terminală","","",""
"360",11235,"gemmula dendritica","spin dendritic","concert","gemmula","","spin","dendritic","","",""
"361",11235,"gemmula dendritica","spin dendritic","dendritic","dendritica","dendritic","spin","dendritic","","",""
"362",11249,"neuron bipolare","neuron bipolar","neuron","neuron","neuron","neuron","bipolar","","",""
"363",11249,"neuron bipolare","neuron bipolar","bipolar","bipolare","bipolar","neuron","bipolar","","",""
"364",11250,"neuron multipolare","neuron multipolar","neuron","neuron","neuron","neuron","multipolar","","",""
"365",11250,"neuron multipolare","neuron multipolar","multipolară","multipolare","multipolar","neuron","multipolar","","",""
"366",11254,"motoneuron","neuron motor","motoneuron","motoneuron","motor","neuron","motor","","",""
"367",11254,"neuron motorium","neuron motor","neuron","neuron","neuron","neuron","motor","","",""
"368",11254,"neuron motorium","neuron motor","motor","motorium","motor","neuron","motor","","",""
"369",11260,"interneuron","interneuron","interneuron","interneuron","interneuron","interneuron","","","",""
"370",11260,"neuron internuntiale","interneuron","neuron","neuron","interneuron","interneuron","","","",""
"371",11260,"neuron internuntiale","interneuron","internuntiale","internuntiale","interneuron","interneuron","","","",""
"372",11269,"terminationes neurales","terminații nervoase","terminale","terminationes","nervoase","terminații","nervoase","","",""
"373",11269,"terminationes neurales","terminații nervoase","neural","neurales","nervoase","terminații","nervoase","","",""
"374",11272,"synapsis axodendritica","sinapsă axodendritică","sinapselor","synapsis","sinapsă","sinapsă","axodendritică","","",""
"375",11272,"synapsis axodendritica","sinapsă axodendritică","axodendritica","axodendritica","axodendritică","sinapsă","axodendritică","","",""
"376",11276,"synapsis axosomatica","sinapsă axosomatică","sinapselor","synapsis","sinapsă","sinapsă","axosomatică","","",""
"377",11276,"synapsis axosomatica","sinapsă axosomatică","axosomatica","axosomatica","axosomatică","sinapsă","axosomatică","","",""
"378",11282,"receptor","receptor","receptor","receptor","receptor","receptor","","","",""
"379",11299,"neuroglia","nevroglii","neuroglia","neuroglia","nevroglii","nevroglii","","","",""
"380",11300,"synapsis","sinapsă","sinapselor","synapsis","sinapsă","sinapsă","","","",""
"381",11305,"microglia","microglie","microglia","microglia","microglie","microglie","","","",""
"382",11306,"vesicula synaptica","veziculă sinaptică","vezicii biliare","vesicula","","veziculă","sinaptică","","",""
"383",11306,"vesicula synaptica","veziculă sinaptică","synaptic","synaptica","sinaptică","veziculă","sinaptică","","",""
"384",11306,"vesicula presynaptica","veziculă sinaptică","vezicii biliare","vesicula","","veziculă","sinaptică","","",""
"385",11306,"vesicula presynaptica","veziculă sinaptică","presynaptica","presynaptica","sinaptică","veziculă","sinaptică","","",""
"386",11308,"gliocytus","celulă glială","gliocytus","gliocytus","","celulă","glială","","",""
"387",11310,"neurotransmittens","neurotransmițător","neurotransmittens","neurotransmittens","neurotransmițător","neurotransmițător","","","",""
"388",11325,"pars postsynaptica","componentă postsinaptică","de","pars","componentă","componentă","postsinaptică","","",""
"389",11325,"pars postsynaptica","componentă postsinaptică","postsynaptica","postsynaptica","postsinaptică","componentă","postsinaptică","","",""
"390",11339,"ependymocytus","celulă ependimară","ependymocytus","ependymocytus","ependimară","celulă","ependimară","","",""
"391",11346,"astrocytus","astrocit","astrocytus","astrocytus","astrocit","astrocit","","","",""
"392",11348,"astrocytus protoplasmicus","astrocit protoplasmatic","astrocytus","astrocytus","astrocit","astrocit","protoplasmatic","","",""
"393",11348,"astrocytus protoplasmicus","astrocit protoplasmatic","protoplasmic","protoplasmicus","protoplasmatic","astrocit","protoplasmatic","","",""
"394",11350,"astrocytus fibrosus","astrocit fibros","astrocytus","astrocytus","astrocit","astrocit","fibros","","",""
"395",11350,"astrocytus fibrosus","astrocit fibros","fibros","fibrosus","fibros","astrocit","fibros","","",""
"396",11357,"oligodendrocytus","oligodendrocit","oligodendrocytus","oligodendrocytus","oligodendrocit","oligodendrocit","","","",""
"397",11367,"gliocytus ganglionaris","celulă satelită","gliocytus","gliocytus","","celulă","satelită","","",""
"398",11367,"gliocytus ganglionaris","celulă satelită","ganglionaris","ganglionaris","","celulă","satelită","","",""
"399",11370,"schwannocytus","celulă Schwann","schwannocytus","schwannocytus","Schwann","celulă","Schwann","","",""
"400",11370,"neurolemmocytus","celulă Schwann","neurolemmocytus","neurolemmocytus","","celulă","Schwann","","",""
"401",11378,"mesaxon","mezaxon","mesaxon","mesaxon","mezaxon","mezaxon","","","",""
"402",11382,"stratum myelini","teacă de mielină","pat","stratum","teacă","teacă","de","mielină","",""
"403",11382,"stratum myelini","teacă de mielină","mielina","myelini","mielină","teacă","de","mielină","",""
"404",11389,"incisura myelini","incizură Schmidt-Lanterman","nick","incisura","incizură","incizură","Schmidt-Lanterman","","",""
"405",11389,"incisura myelini","incizură Schmidt-Lanterman","mielina","myelini","Schmidt-Lanterman","incizură","Schmidt-Lanterman","","",""
"406",11390,"nodus interruptionis myelini","nod Ranvier","nodul","nodus","nod","nod","Ranvier","","",""
"407",11390,"nodus interruptionis myelini","nod Ranvier","întrerupere","interruptionis","","nod","Ranvier","","",""
"408",11390,"nodus interruptionis myelini","nod Ranvier","mielina","myelini","","nod","Ranvier","","",""
"409",11408,"juncturae","articulații","cuplare","juncturae","articulații","articulații","","","",""
"410",11436,"nucleus pulposus","nucleu pulpos","nucleu","nucleus","nucleu","nucleu","pulpos","","",""
"411",11436,"nucleus pulposus","nucleu pulpos","moale","pulposus","nucleu","nucleu","pulpos","","",""
"412",11477,"fusus neuromuscularis","fus neuromuscular","vărsa","fusus","","fus","neuromuscular","","",""
"413",11477,"fusus neuromuscularis","fus neuromuscular","neuromusculare","neuromuscularis","neuromuscular","fus","neuromuscular","","",""
"414",11515,"cavitas oris","cavitate bucală","cavitate","cavitas","cavitate","cavitate","bucală","","",""
"415",11515,"cavitas oris","cavitate bucală","de","oris","cavitate","cavitate","bucală","","",""
"416",11525,"glandula sebacea","glandă sebacee","glandă","glandula","glandă","glandă","sebacee","","",""
"417",11525,"glandula sebacea","glandă sebacee","seu","sebacea","sebacee","glandă","sebacee","","",""
"418",11546,"palatum","palat","cerul gurii","palatum","","palat","","","",""
"419",11552,"palatum molle","palat moale","cerul gurii","palatum","","palat","moale","","",""
"420",11552,"palatum molle","palat moale","moale","molle","moale","palat","moale","","",""
"421",11552,"velum palatinum","palat moale","văl","velum","moale","palat","moale","","",""
"422",11552,"velum palatinum","palat moale","palatin","palatinum","palat","palat","moale","","",""
"423",11559,"tela submucosa","submucoasă","armament","tela","","submucoasă","","","",""
"424",11559,"tela submucosa","submucoasă","submucoasa","submucosa","submucoasă","submucoasă","","","",""
"425",11562,"gingiva","gingie","gume","gingiva","gingie","gingie","","","",""
"426",11571,"sulcus gingivalis","crevasă gingivală","canelură","sulcus","","crevasă","gingivală","","",""
"427",11571,"sulcus gingivalis","crevasă gingivală","gingival","gingivalis","gingivală","crevasă","gingivală","","",""
"428",11602,"glandulae salivariae","glande salivare","glande","glandulae","glande","glande","salivare","","",""
"429",11602,"glandulae salivariae","glande salivare","salivar","salivariae","salivare","glande","salivare","","",""
"430",11602,"glandulae oris","glande salivare","glande","glandulae","glande","glande","salivare","","",""
"431",11602,"glandulae oris","glande salivare","de","oris","salivare","glande","salivare","","",""
"432",11604,"glandula parotidea","glandă parotidă","glandă","glandula","glandă","glandă","parotidă","","",""
"433",11604,"glandula parotidea","glandă parotidă","parotidea","parotidea","parotidă","glandă","parotidă","","",""
"434",11605,"glandula sublingualis","glandă sublinguală","glandă","glandula","sublinguală","glandă","sublinguală","","",""
"435",11605,"glandula sublingualis","glandă sublinguală","sublingual","sublingualis","sublinguală","glandă","sublinguală","","",""
"436",11606,"glandula submandibularis","glandă submandibulară","glandă","glandula","submandibulară","glandă","submandibulară","","",""
"437",11606,"glandula submandibularis","glandă submandibulară","submandibularis","submandibularis","submandibulară","glandă","submandibulară","","",""
"438",11607,"glandulae salivariae minores","glande salivare minore","glande","glandulae","glande","glande","salivare","minore","",""
"439",11607,"glandulae salivariae minores","glande salivare minore","salivar","salivariae","salivare","glande","salivare","minore","",""
"440",11607,"glandulae salivariae minores","glande salivare minore","mai puțin","minores","","glande","salivare","minore","",""
"441",11635,"mucocytus","celulă mucoasă","mucocytus","mucocytus","mucoasă","celulă","mucoasă","","",""
"442",11653,"dens","dinte","dinte","dens","dinte","dinte","","","",""
"443",11654,"corona dentis","coroană dentară","coroană","corona","coroană","coroană","dentară","","",""
"444",11654,"corona dentis","coroană dentară","dinte","dentis","dentară","coroană","dentară","","",""
"445",11655,"cervix dentis","gât al dintelui","gât","cervix","dintelui","gât","al","dintelui","",""
"446",11655,"cervix dentis","gât al dintelui","dinte","dentis","dintelui","gât","al","dintelui","",""
"447",11657,"cavitas dentis","cameră pulpară","cavitate","cavitas","","cameră","pulpară","","",""
"448",11657,"cavitas dentis","cameră pulpară","dinte","dentis","","cameră","pulpară","","",""
"449",11657,"cavitas pulparis","cameră pulpară","cavitate","cavitas","","cameră","pulpară","","",""
"450",11657,"cavitas pulparis","cameră pulpară","pulparis","pulparis","pulpară","cameră","pulpară","","",""
"451",11660,"canalis radicis dentis","canal radicular","canal","canalis","radicular","canal","radicular","","",""
"452",11660,"canalis radicis dentis","canal radicular","rădăcină","radicis","","canal","radicular","","",""
"453",11660,"canalis radicis dentis","canal radicular","dinte","dentis","radicular","canal","radicular","","",""
"454",11662,"foramen apicis dentis","foramen apical","deschidere","foramen","","foramen","apical","","",""
"455",11662,"foramen apicis dentis","foramen apical","calea","apicis","apical","foramen","apical","","",""
"456",11662,"foramen apicis dentis","foramen apical","dinte","dentis","","foramen","apical","","",""
"457",11663,"enamelum","smalț","email","enamelum","smalț","smalț","","","",""
"458",11677,"dentinum","dentină","trent","dentinum","dentină","dentină","","","",""
"459",11678,"tubulus dentini","tubul dentinal","furtun","tubulus","","tubul","dentinal","","",""
"460",11678,"tubulus dentini","tubul dentinal","trent","dentini","dentinal","tubul","dentinal","","",""
"461",11678,"canaliculus dentini","tubul dentinal","aparat","canaliculus","","tubul","dentinal","","",""
"462",11678,"canaliculus dentini","tubul dentinal","trent","dentini","dentinal","tubul","dentinal","","",""
"463",11680,"processus dentinoblasti","proces odontoblastic","proces","processus","proces","proces","odontoblastic","","",""
"464",11680,"processus dentinoblasti","proces odontoblastic","dentinoblasti","dentinoblasti","odontoblastic","proces","odontoblastic","","",""
"465",11680,"processus odontoblasti","proces odontoblastic","proces","processus","proces","proces","odontoblastic","","",""
"466",11680,"processus odontoblasti","proces odontoblastic","odontoblasti","odontoblasti","odontoblastic","proces","odontoblastic","","",""
"467",11694,"predentinum","predentină","predentinum","predentinum","predentină","predentină","","","",""
"468",11701,"cementum","cement","ciment","cementum","cement","cement","","","",""
"469",11712,"pulpa dentis","pulpă dentară","pulpă","pulpa","pulpă","pulpă","dentară","","",""
"470",11712,"pulpa dentis","pulpă dentară","dinte","dentis","dentară","pulpă","dentară","","",""
"471",11714,"dentinoblastus","odontoblast","dentinoblastus","dentinoblastus","odontoblast","odontoblast","","","",""
"472",11714,"odontoblastus","odontoblast","odontoblastus","odontoblastus","odontoblast","odontoblast","","","",""
"473",11720,"textus connectivus compactus","țesut conjunctiv dens","text","textus","","țesut","conjunctiv","dens","",""
"474",11720,"textus connectivus compactus","țesut conjunctiv dens","conjunctiv","connectivus","conjunctiv","țesut","conjunctiv","dens","",""
"475",11720,"textus connectivus compactus","țesut conjunctiv dens","cd","compactus","dens","țesut","conjunctiv","dens","",""
"476",11725,"ligamentum periodontale","ligament periodontal","ligament","ligamentum","ligament","ligament","periodontal","","",""
"477",11725,"ligamentum periodontale","ligament periodontal","parodontale","periodontale","periodontal","ligament","periodontal","","",""
"478",11732,"alveolus dentalis","alveolă dentară","prin mica","alveolus","","alveolă","dentară","","",""
"479",11732,"alveolus dentalis","alveolă dentară","dentar","dentalis","dentară","alveolă","dentară","","",""
"480",11766,"lingua","limbă","limbă","lingua","limbă","limbă","","","",""
"481",11799,"nodulus lymphoideus","folicul limfoid","noduli","nodulus","folicul","folicul","limfoid","","",""
"482",11799,"nodulus lymphoideus","folicul limfoid","lymphoideus","lymphoideus","limfoid","folicul","limfoid","","",""
"483",11813,"epithelium respiratorium","epiteliu respirator","epiteliu","epithelium","epiteliu","epiteliu","respirator","","",""
"484",11813,"epithelium respiratorium","epiteliu respirator","respirator","respiratorium","respirator","epiteliu","respirator","","",""
"485",11821,"canalis digestorius","canal alimentar","canal","canalis","alimentar","canal","alimentar","","",""
"486",11821,"canalis digestorius","canal alimentar","alimentar","digestorius","alimentar","canal","alimentar","","",""
"487",11821,"canalis oesophagogastrointestinalis","canal alimentar","canal","canalis","alimentar","canal","alimentar","","",""
"488",11821,"canalis oesophagogastrointestinalis","canal alimentar","oesophagogastrointestinalis","oesophagogastrointestinalis","","canal","alimentar","","",""
"489",11874,"oesophagus","esofag","esofag","oesophagus","esofag","esofag","","","",""
"490",11877,"cellula dendritiformis","celulă dendritică","celulă","cellula","celulă","celulă","dendritică","","",""
"491",11877,"cellula dendritiformis","celulă dendritică","dendritiformis","dendritiformis","dendritică","celulă","dendritică","","",""
"492",11881,"lamina muscularis mucosae","musculara mucoasei","placă","lamina","musculara","musculara","mucoasei","","",""
"493",11881,"lamina muscularis mucosae","musculara mucoasei","muscular","muscularis","mucoasei","musculara","mucoasei","","",""
"494",11881,"lamina muscularis mucosae","musculara mucoasei","mucos","mucosae","mucoasei","musculara","mucoasei","","",""
"495",11886,"myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","myoepitheliocytus","mioepitelială","celulă","mioepitelială","","",""
"496",11905,"granulum zymogeni","granulă de zimogen","granulă","granulum","granulă","granulă","de","zimogen","",""
"497",11905,"granulum zymogeni","granulă de zimogen","zymogeni","zymogeni","zimogen","granulă","de","zimogen","",""
"498",11913,"lamina muscularis mucosae","musculara mucoasei","placă","lamina","musculara","musculara","mucoasei","","",""
"499",11913,"lamina muscularis mucosae","musculara mucoasei","muscular","muscularis","mucoasei","musculara","mucoasei","","",""
"500",11913,"lamina muscularis mucosae","musculara mucoasei","mucos","mucosae","mucoasei","musculara","mucoasei","","",""
"501",11929,"glycocalyx","glicocalix","glycocalyx","glycocalyx","glicocalix","glicocalix","","","",""
"502",11941,"lamina muscularis mucosae","musculara mucoasei","placă","lamina","musculara","musculara","mucoasei","","",""
"503",11941,"lamina muscularis mucosae","musculara mucoasei","muscular","muscularis","mucoasei","musculara","mucoasei","","",""
"504",11941,"lamina muscularis mucosae","musculara mucoasei","mucos","mucosae","mucoasei","musculara","mucoasei","","",""
"505",11968,"lamina muscularis mucosae","musculara mucoasei","placă","lamina","musculara","musculara","mucoasei","","",""
"506",11968,"lamina muscularis mucosae","musculara mucoasei","muscular","muscularis","mucoasei","musculara","mucoasei","","",""
"507",11968,"lamina muscularis mucosae","musculara mucoasei","mucos","mucosae","mucoasei","musculara","mucoasei","","",""
"508",12000,"hepar","ficat","ficat","hepar","ficat","ficat","","","",""
"509",12009,"canaliculus bilifer","canalicul biliar","aparat","canaliculus","","canalicul","biliar","","",""
"510",12009,"canaliculus bilifer","canalicul biliar","bilifer","bilifer","biliar","canalicul","biliar","","",""
"511",12014,"cellula perisinusoidalis","celulă Ito-Nemoto","celulă","cellula","celulă","celulă","Ito-Nemoto","","",""
"512",12014,"cellula perisinusoidalis","celulă Ito-Nemoto","perisinusoidalis","perisinusoidalis","","celulă","Ito-Nemoto","","",""
"513",12014,"cellula accumulans adipem","celulă Ito-Nemoto","celulă","cellula","celulă","celulă","Ito-Nemoto","","",""
"514",12014,"cellula accumulans adipem","celulă Ito-Nemoto","accumulans","accumulans","","celulă","Ito-Nemoto","","",""
"515",12014,"cellula accumulans adipem","celulă Ito-Nemoto","grăsime","adipem","","celulă","Ito-Nemoto","","",""
"516",12015,"vas sinusoideum","sinusoid","vas","vas","sinusoid","sinusoid","","","",""
"517",12015,"vas sinusoideum","sinusoid","sinusoideum","sinusoideum","sinusoid","sinusoid","","","",""
"518",12019,"spatium portale","spațiu port","spațiu","spatium","spațiu","spațiu","port","","",""
"519",12019,"spatium portale","spațiu port","portal","portale","port","spațiu","port","","",""
"520",12061,"pancreas","pancreas","pancreas","pancreas","pancreas","pancreas","","","",""
"521",12067,"granulum zymogeni","granulă de zimogen","granulă","granulum","granulă","granulă","de","zimogen","",""
"522",12067,"granulum zymogeni","granulă de zimogen","zymogeni","zymogeni","zimogen","granulă","de","zimogen","",""
"523",12068,"cellula centroacinosa","celulă centroacinară","celulă","cellula","celulă","celulă","centroacinară","","",""
"524",12068,"cellula centroacinosa","celulă centroacinară","centroacinosa","centroacinosa","centroacinară","celulă","centroacinară","","",""
"525",12069,"ductus intercalatus","duct intercalat","conducere","ductus","","duct","intercalat","","",""
"526",12069,"ductus intercalatus","duct intercalat","intercalare","intercalatus","intercalat","duct","intercalat","","",""
"527",12070,"ductus intralobularis","duct intralobular","conducere","ductus","","duct","intralobular","","",""
"528",12070,"ductus intralobularis","duct intralobular","intralobularis","intralobularis","intralobular","duct","intralobular","","",""
"529",12071,"ductus interlobularis","duct interlobular","conducere","ductus","","duct","interlobular","","",""
"530",12071,"ductus interlobularis","duct interlobular","interlobularis","interlobularis","interlobular","duct","interlobular","","",""
"531",12089,"systema respiratorium","sistem respirator","sistem","systema","sistem","sistem","respirator","","",""
"532",12089,"systema respiratorium","sistem respirator","respirator","respiratorium","respirator","sistem","respirator","","",""
"533",12092,"epithelium pseudostratificatum columnare ciliatum","epiteliu pseudostratificat columnar ciliat","epiteliu","epithelium","epiteliu","epiteliu","pseudostratificat","columnar","ciliat",""
"534",12092,"epithelium pseudostratificatum columnare ciliatum","epiteliu pseudostratificat columnar ciliat","pseudostratificatum","pseudostratificatum","pseudostratificat","epiteliu","pseudostratificat","columnar","ciliat",""
"535",12092,"epithelium pseudostratificatum columnare ciliatum","epiteliu pseudostratificat columnar ciliat","în formă de coloană","columnare","","epiteliu","pseudostratificat","columnar","ciliat",""
"536",12092,"epithelium pseudostratificatum columnare ciliatum","epiteliu pseudostratificat columnar ciliat","ciliat","ciliatum","ciliat","epiteliu","pseudostratificat","columnar","ciliat",""
"537",12111,"myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","myoepitheliocytus","mioepitelială","celulă","mioepitelială","","",""
"538",12149,"trachea","trahee","trahee","trachea","trahee","trahee","","","",""
"539",12152,"corpus neuroepitheliale","corp neuroepitelial","corp","corpus","neuroepitelial","corp","neuroepitelial","","",""
"540",12152,"corpus neuroepitheliale","corp neuroepitelial","neuroepitheliale","neuroepitheliale","neuroepitelial","corp","neuroepitelial","","",""
"541",12161,"cartilagines tracheales","cartilaje ale traheei","cartilajelor","cartilagines","cartilaje","cartilaje","ale","traheei","",""
